Time Scale; Number of Packets; Total data (kb); 
9.900000; 1920; 1436765; 
10.000000; 1800; 1356962; 
10.100000; 1800; 1337237; 
10.200000; 2159; 1616530; 
10.300000; 2519; 1883077; 
10.400000; 2639; 1964294; 
10.500000; 2760; 2060578; 
10.600000; 2760; 2062108; 
10.700000; 2519; 1888672; 
10.800000; 2280; 1714808; 
10.900000; 1920; 1438224; 
11.000000; 1800; 1354947; 
11.100000; 1800; 1354311; 
11.200000; 2159; 1622828; 
11.300000; 2400; 1805894; 
11.400000; 2760; 2075634; 
11.500000; 2880; 2149081; 
11.600000; 2760; 2072797; 
11.700000; 2519; 1899591; 
11.800000; 2400; 1802861; 
11.900000; 2159; 1613506; 
12.000000; 1800; 1346867; 
12.100000; 1800; 1340547; 
12.200000; 1920; 1438494; 
12.300000; 2159; 1627355; 
12.400000; 2639; 1972275; 
12.500000; 2760; 2075328; 
12.600000; 2639; 1977263; 
12.700000; 2159; 1624501; 
12.800000; 2159; 1617151; 
12.900000; 1920; 1432332; 
13.000000; 1800; 1348920; 
13.100000; 1800; 1342436; 
13.200000; 1920; 1451596; 
13.300000; 2040; 1533055; 
13.400000; 2040; 1534539; 
13.500000; 2159; 1619099; 
13.600000; 2040; 1521911; 
13.700000; 2040; 1541343; 
13.800000; 1920; 1442747; 
13.900000; 1800; 1349212; 
14.000000; 1800; 1350403; 
14.100000; 1800; 1347857; 
14.200000; 1800; 1351413; 
14.300000; 2159; 1612919; 
14.400000; 2159; 1629098; 
14.500000; 2280; 1718149; 
14.600000; 2159; 1615503; 
14.700000; 2159; 1608926; 
14.800000; 1920; 1437830; 
14.900000; 1800; 1347975; 
15.000000; 1800; 1360240; 
15.100000; 1800; 1346629; 
15.200000; 1800; 1346381; 
15.300000; 2159; 1632837; 
15.400000; 2280; 1706123; 
15.500000; 2280; 1713855; 
15.600000; 2280; 1699042; 
15.700000; 2159; 1607163; 
15.800000; 1920; 1432655; 
15.900000; 1800; 1347497; 
16.000000; 1800; 1350597; 
16.100000; 1800; 1343544; 
16.200000; 2159; 1625942; 
16.300000; 2519; 1882495; 
16.400000; 2639; 1971309; 
16.500000; 2880; 2155439; 
16.600000; 2639; 1978676; 
16.700000; 2519; 1875790; 
16.800000; 2280; 1707463; 
16.900000; 2159; 1613476; 
17.000000; 2040; 1531200; 
17.100000; 1800; 1346245; 
17.200000; 2159; 1624908; 
17.300000; 2280; 1710599; 
17.400000; 2639; 1977284; 
17.500000; 2760; 2049474; 
17.600000; 2639; 1981238; 
17.700000; 2400; 1800292; 
17.800000; 2280; 1700134; 
17.900000; 2159; 1619384; 
18.000000; 1800; 1342758; 
18.100000; 1800; 1344409; 
18.200000; 1920; 1444527; 
18.300000; 2280; 1701007; 
18.400000; 2519; 1898390; 
18.500000; 2519; 1881546; 
18.600000; 2519; 1902161; 
18.700000; 2400; 1809695; 
18.800000; 2040; 1533839; 
18.900000; 1800; 1364002; 
19.000000; 1800; 1355006; 
19.100000; 1800; 1357076; 
19.200000; 2040; 1529363; 
19.300000; 2159; 1627321; 
19.400000; 2280; 1708104; 
19.500000; 2400; 1797842; 
19.600000; 2280; 1707636; 
19.700000; 2159; 1613519; 
19.800000; 2159; 1609077; 
19.900000; 1920; 1443003; 
20.000000; 1800; 1344154; 
20.100000; 1800; 1343969; 
20.200000; 1920; 1430347; 
20.300000; 2040; 1520737; 
20.400000; 2400; 1798353; 
20.500000; 2400; 1805367; 
20.600000; 2400; 1792316; 
20.700000; 2159; 1634919; 
20.800000; 1920; 1439601; 
20.900000; 1920; 1441360; 
21.000000; 1800; 1357297; 
21.100000; 1800; 1364112; 
21.200000; 1800; 1345898; 
21.300000; 2159; 1598155; 
21.400000; 2519; 1904712; 
21.500000; 2639; 1965560; 
21.600000; 2519; 1884383; 
21.700000; 2400; 1795920; 
21.800000; 1920; 1440800; 
21.900000; 1800; 1344591; 
22.000000; 1800; 1352210; 
22.100000; 1800; 1348053; 
22.200000; 2040; 1523499; 
22.300000; 2159; 1617960; 
22.400000; 2280; 1702831; 
22.500000; 2400; 1791198; 
22.600000; 2280; 1707933; 
22.700000; 2159; 1619244; 
22.800000; 2040; 1524297; 
22.900000; 2040; 1526492; 
23.000000; 1800; 1347867; 
23.100000; 1800; 1340743; 
23.200000; 2159; 1627485; 
23.300000; 2280; 1698882; 
23.400000; 2760; 2069713; 
23.500000; 2880; 2157549; 
23.600000; 2760; 2073626; 
23.700000; 2519; 1885758; 
23.800000; 2280; 1708007; 
23.900000; 1920; 1435749; 
24.000000; 1800; 1353290; 
24.100000; 1800; 1337375; 
24.200000; 1800; 1352306; 
24.300000; 2040; 1528174; 
24.400000; 2519; 1885748; 
24.500000; 2519; 1888096; 
24.600000; 2519; 1891782; 
24.700000; 2040; 1532189; 
24.800000; 1800; 1345554; 
24.900000; 1800; 1354110; 
25.000000; 1800; 1365350; 
25.100000; 1800; 1352105; 
25.200000; 1920; 1432866; 
25.300000; 2280; 1695479; 
25.400000; 2519; 1886977; 
25.500000; 2639; 1975238; 
25.600000; 2519; 1885892; 
25.700000; 2400; 1799564; 
25.800000; 2040; 1535423; 
25.900000; 1800; 1353478; 
26.000000; 1800; 1343520; 
26.100000; 1800; 1345188; 
26.200000; 1800; 1351634; 
26.300000; 2159; 1610799; 
26.400000; 2519; 1889367; 
26.500000; 2760; 2066141; 
26.600000; 2519; 1888131; 
26.700000; 2159; 1617350; 
26.800000; 2040; 1521072; 
26.900000; 1800; 1340778; 
27.000000; 1800; 1353542; 
27.100000; 1800; 1343768; 
27.200000; 1800; 1349971; 
27.300000; 1800; 1341868; 
27.400000; 2280; 1710357; 
27.500000; 2280; 1712198; 
27.600000; 2280; 1715173; 
27.700000; 2040; 1525605; 
27.800000; 1800; 1349532; 
27.900000; 1800; 1343221; 
28.000000; 1800; 1347097; 
28.100000; 1800; 1344378; 
28.200000; 2159; 1619348; 
28.300000; 2280; 1697906; 
28.400000; 2760; 2068888; 
28.500000; 2760; 2072038; 
28.600000; 2760; 2066131; 
28.700000; 2280; 1705107; 
28.800000; 2159; 1621311; 
28.900000; 1920; 1440202; 
29.000000; 1800; 1351488; 
29.100000; 1800; 1334328; 
29.200000; 1920; 1435148; 
29.300000; 2280; 1709207; 
29.400000; 2280; 1694342; 
29.500000; 2280; 1705204; 
29.600000; 2280; 1712656; 
29.700000; 2280; 1713634; 
29.800000; 2159; 1625757; 
29.900000; 1920; 1433449; 
30.000000; 1800; 1339348; 
30.100000; 1800; 1347959; 
30.200000; 1800; 1349812; 
30.300000; 2040; 1525170; 
30.400000; 2519; 1881098; 
30.500000; 2519; 1879955; 
30.600000; 2519; 1895327; 
30.700000; 2040; 1537812; 
30.800000; 1800; 1343806; 
30.900000; 1800; 1354254; 
31.000000; 1800; 1358010; 
31.100000; 1800; 1358890; 
31.200000; 1920; 1448978; 
31.300000; 2040; 1540541; 
31.400000; 2159; 1605096; 
31.500000; 2400; 1792990; 
31.600000; 2159; 1631693; 
31.700000; 2040; 1522068; 
31.800000; 1920; 1444942; 
31.900000; 1920; 1440764; 
32.000000; 1800; 1343597; 
32.100000; 1800; 1356516; 
32.200000; 1920; 1425868; 
32.300000; 2040; 1531739; 
32.400000; 2040; 1531204; 
32.500000; 2400; 1788034; 
32.600000; 2040; 1532877; 
32.700000; 2040; 1526823; 
32.800000; 1920; 1437969; 
32.900000; 1920; 1443559; 
33.000000; 1800; 1357352; 
33.100000; 1800; 1350161; 
33.200000; 1920; 1433546; 
33.300000; 2400; 1802091; 
33.400000; 2639; 1978574; 
33.500000; 2639; 1969806; 
33.600000; 2639; 1979161; 
33.700000; 2519; 1891756; 
33.800000; 2040; 1529559; 
33.900000; 1920; 1434060; 
34.000000; 1800; 1351408; 
34.100000; 1800; 1354860; 
34.200000; 2400; 1790305; 
34.300000; 2639; 1975929; 
34.400000; 3000; 2238531; 
34.500000; 3000; 2253659; 
34.600000; 3000; 2230447; 
34.700000; 2639; 1961081; 
34.800000; 2400; 1805599; 
34.900000; 1920; 1446159; 
35.000000; 1800; 1356863; 
35.100000; 1800; 1339736; 
35.200000; 2159; 1613250; 
35.300000; 2159; 1618826; 
35.400000; 2159; 1627673; 
35.500000; 2159; 1631392; 
35.600000; 2159; 1624576; 
35.700000; 2159; 1627847; 
35.800000; 2159; 1611505; 
35.900000; 2040; 1516614; 
36.000000; 2040; 1524967; 
36.100000; 1800; 1346350; 
36.200000; 2040; 1542627; 
36.300000; 2400; 1790091; 
36.400000; 2639; 1970502; 
36.500000; 3000; 2251872; 
36.600000; 2639; 1986556; 
36.700000; 2400; 1806435; 
36.800000; 2159; 1629005; 
36.900000; 2040; 1527345; 
37.000000; 1800; 1339901; 
37.100000; 1800; 1344501; 
37.200000; 1920; 1439234; 
37.300000; 2040; 1530328; 
37.400000; 2400; 1794872; 
37.500000; 2519; 1896526; 
37.600000; 2400; 1793926; 
37.700000; 2040; 1542599; 
37.800000; 2040; 1527689; 
37.900000; 1920; 1448529; 
38.000000; 1800; 1357431; 
38.100000; 1800; 1352876; 
38.200000; 1800; 1346981; 
38.300000; 2040; 1519624; 
38.400000; 2280; 1705450; 
38.500000; 2400; 1793604; 
38.600000; 2280; 1707392; 
38.700000; 2040; 1535084; 
38.800000; 1920; 1433809; 
38.900000; 1800; 1332832; 
39.000000; 1800; 1351647; 
39.100000; 1800; 1342673; 
39.200000; 1920; 1435381; 
39.300000; 2280; 1710062; 
39.400000; 2280; 1715780; 
39.500000; 2400; 1798911; 
39.600000; 2280; 1703655; 
39.700000; 2280; 1716735; 
39.800000; 2280; 1708971; 
39.900000; 1800; 1354267; 
40.000000; 1800; 1342694; 
40.100000; 1800; 1350853; 
40.200000; 1800; 1348898; 
40.300000; 2639; 1982055; 
40.400000; 2639; 1974080; 
40.500000; 3000; 2238645; 
40.600000; 2639; 1980190; 
40.700000; 2639; 1978295; 
40.800000; 1800; 1345560; 
40.900000; 1800; 1346122; 
41.000000; 1800; 1354083; 
41.100000; 1800; 1362357; 
41.200000; 2280; 1718912; 
41.300000; 2400; 1801196; 
41.400000; 2400; 1799113; 
41.500000; 2400; 1797511; 
41.600000; 2400; 1795866; 
41.700000; 2400; 1797992; 
41.800000; 2280; 1706518; 
41.900000; 2159; 1604288; 
42.000000; 1800; 1343884; 
42.100000; 1800; 1344130; 
42.200000; 2280; 1711890; 
42.300000; 2760; 2069144; 
42.400000; 3000; 2254272; 
42.500000; 3000; 2247853; 
42.600000; 3000; 2240407; 
42.700000; 2760; 2072909; 
42.800000; 2280; 1712337; 
42.900000; 2159; 1624969; 
43.000000; 1800; 1363871; 
43.100000; 1800; 1347152; 
43.200000; 2159; 1611374; 
43.300000; 2280; 1701121; 
43.400000; 2519; 1887046; 
43.500000; 2519; 1879745; 
43.600000; 2519; 1888363; 
43.700000; 2280; 1709071; 
43.800000; 2159; 1616491; 
43.900000; 2159; 1616990; 
44.000000; 1800; 1354896; 
44.100000; 1800; 1344246; 
44.200000; 1920; 1444015; 
44.300000; 2040; 1540776; 
44.400000; 2159; 1612859; 
44.500000; 2159; 1618778; 
44.600000; 2159; 1617251; 
44.700000; 2159; 1603696; 
44.800000; 1920; 1437769; 
44.900000; 1800; 1348667; 
45.000000; 1800; 1342918; 
45.100000; 1800; 1342871; 
45.200000; 1920; 1431914; 
45.300000; 2400; 1807545; 
45.400000; 2639; 1975380; 
45.500000; 2760; 2068866; 
45.600000; 2639; 1971507; 
45.700000; 2519; 1895569; 
45.800000; 2159; 1618153; 
45.900000; 1800; 1342425; 
46.000000; 1800; 1343269; 
46.100000; 1800; 1348626; 
46.200000; 2159; 1612797; 
46.300000; 2519; 1898067; 
46.400000; 3000; 2238650; 
46.500000; 3000; 2260793; 
46.600000; 3000; 2245941; 
46.700000; 2519; 1897396; 
46.800000; 2159; 1624720; 
46.900000; 2040; 1526072; 
47.000000; 1800; 1359692; 
47.100000; 1800; 1361052; 
47.200000; 2040; 1526820; 
47.300000; 2159; 1613970; 
47.400000; 2400; 1791761; 
47.500000; 2519; 1880629; 
47.600000; 2400; 1800045; 
47.700000; 2280; 1708735; 
47.800000; 2040; 1540195; 
47.900000; 2040; 1522322; 
48.000000; 1920; 1437895; 
48.100000; 1800; 1353998; 
48.200000; 1920; 1448614; 
48.300000; 2400; 1801221; 
48.400000; 2639; 1996076; 
48.500000; 2760; 2063473; 
48.600000; 2760; 2076551; 
48.700000; 2400; 1803121; 
48.800000; 2040; 1514270; 
48.900000; 1920; 1438395; 
49.000000; 1800; 1353305; 
49.100000; 1800; 1338674; 
49.200000; 1800; 1341572; 
49.300000; 2040; 1527957; 
49.400000; 2040; 1532217; 
49.500000; 2040; 1524396; 
49.600000; 2040; 1530822; 
49.700000; 2040; 1540115; 
49.800000; 2040; 1535524; 
49.900000; 1800; 1348161; 
50.000000; 1800; 1358201; 
50.100000; 1800; 1352912; 
50.200000; 2040; 1530418; 
50.300000; 2280; 1708649; 
50.400000; 2519; 1877623; 
50.500000; 2639; 1977767; 
50.600000; 2519; 1891197; 
50.700000; 2400; 1798120; 
50.800000; 2159; 1621585; 
50.900000; 1920; 1436703; 
51.000000; 1800; 1348403; 
51.100000; 1800; 1340748; 
51.200000; 1920; 1432157; 
51.300000; 2159; 1627908; 
51.400000; 2519; 1887867; 
51.500000; 2519; 1903696; 
51.600000; 2519; 1877031; 
51.700000; 2280; 1716073; 
51.800000; 1920; 1436621; 
51.900000; 1800; 1344242; 
52.000000; 1800; 1350289; 
52.100000; 1800; 1356931; 
52.200000; 2040; 1522834; 
52.300000; 2159; 1617197; 
52.400000; 2159; 1606526; 
52.500000; 2159; 1614191; 
52.600000; 2159; 1618522; 
52.700000; 2159; 1611243; 
52.800000; 2159; 1617349; 
52.900000; 2040; 1525573; 
53.000000; 1800; 1348358; 
53.100000; 1800; 1356210; 
53.200000; 1800; 1345606; 
53.300000; 2040; 1519741; 
53.400000; 2159; 1611728; 
53.500000; 2280; 1723863; 
53.600000; 2159; 1599580; 
53.700000; 2159; 1611072; 
53.800000; 1800; 1343996; 
53.900000; 1800; 1343438; 
54.000000; 1800; 1346702; 
54.100000; 1800; 1346574; 
54.200000; 1920; 1437581; 
54.300000; 2280; 1716044; 
54.400000; 2760; 2067444; 
54.500000; 2760; 2070564; 
54.600000; 2760; 2073107; 
54.700000; 2400; 1776761; 
54.800000; 2040; 1527986; 
54.900000; 1920; 1434290; 
55.000000; 1800; 1351914; 
55.100000; 1800; 1356248; 
55.200000; 1800; 1359751; 
55.300000; 1800; 1358540; 
55.400000; 1800; 1343547; 
55.500000; 1920; 1438526; 
55.600000; 1800; 1353283; 
55.700000; 1800; 1348864; 
55.800000; 1800; 1343534; 
55.900000; 1800; 1354744; 
56.000000; 1800; 1351909; 
56.100000; 1800; 1352023; 
56.200000; 2040; 1523256; 
56.300000; 2400; 1795242; 
56.400000; 2519; 1903113; 
56.500000; 2519; 1881496; 
56.600000; 2519; 1888283; 
56.700000; 2400; 1799527; 
56.800000; 2159; 1622679; 
56.900000; 2040; 1536539; 
57.000000; 1920; 1428702; 
57.100000; 1800; 1355529; 
57.200000; 2040; 1524155; 
57.300000; 2280; 1701251; 
57.400000; 2519; 1893571; 
57.500000; 2519; 1882853; 
57.600000; 2519; 1894646; 
57.700000; 2280; 1715431; 
57.800000; 2159; 1630885; 
57.900000; 1800; 1361087; 
58.000000; 1800; 1352933; 
58.100000; 1800; 1358409; 
58.200000; 2040; 1536062; 
58.300000; 2639; 1992341; 
58.400000; 2760; 2059478; 
58.500000; 2760; 2074004; 
58.600000; 2760; 2070604; 
58.700000; 2639; 1978672; 
58.800000; 2159; 1611573; 
58.900000; 1920; 1440595; 
59.000000; 1800; 1345052; 
59.100000; 1800; 1353358; 
59.200000; 1800; 1349390; 
59.300000; 2040; 1520846; 
59.400000; 2159; 1615238; 
59.500000; 2159; 1630662; 
59.600000; 2159; 1618332; 
59.700000; 2159; 1609189; 
59.800000; 1920; 1442457; 
59.900000; 1800; 1356536; 
60.000000; 1800; 1342783; 
60.100000; 1800; 1349769; 
60.200000; 2159; 1626776; 
60.300000; 2280; 1698228; 
60.400000; 2400; 1815582; 
60.500000; 2519; 1899529; 
60.600000; 2400; 1787926; 
60.700000; 2280; 1709620; 
60.800000; 2159; 1614028; 
60.900000; 2040; 1510876; 
61.000000; 1800; 1351011; 
61.100000; 1800; 1351716; 
61.200000; 2040; 1537993; 
61.300000; 2519; 1896148; 
61.400000; 2639; 1978988; 
61.500000; 2639; 1975934; 
61.600000; 2639; 1975752; 
61.700000; 2639; 1981181; 
61.800000; 2159; 1605307; 
61.900000; 2040; 1529244; 
62.000000; 1920; 1436484; 
62.100000; 1800; 1346050; 
62.200000; 1920; 1432303; 
62.300000; 2040; 1520489; 
62.400000; 2280; 1703243; 
62.500000; 2280; 1712486; 
62.600000; 2280; 1713849; 
62.700000; 2040; 1526323; 
62.800000; 1920; 1435138; 
62.900000; 1920; 1443297; 
63.000000; 1800; 1345022; 
63.100000; 1800; 1346287; 
63.200000; 1920; 1439444; 
63.300000; 2280; 1720712; 
63.400000; 2400; 1805199; 
63.500000; 2400; 1795943; 
63.600000; 2400; 1789476; 
63.700000; 2400; 1802308; 
63.800000; 2040; 1530954; 
63.900000; 1800; 1341523; 
64.000000; 1800; 1354232; 
64.100000; 1800; 1354630; 
64.200000; 1920; 1441539; 
64.300000; 1920; 1444245; 
64.400000; 2400; 1794737; 
64.500000; 2400; 1798684; 
64.600000; 2400; 1792735; 
64.700000; 2040; 1525133; 
64.800000; 1920; 1444846; 
64.900000; 1920; 1437477; 
65.000000; 1800; 1340975; 
65.100000; 1800; 1348693; 
65.200000; 2040; 1531094; 
65.300000; 2159; 1630445; 
65.400000; 2280; 1717596; 
65.500000; 2280; 1713004; 
65.600000; 2280; 1708688; 
65.700000; 2159; 1613889; 
65.800000; 2159; 1614286; 
65.900000; 2040; 1526134; 
66.000000; 1800; 1350482; 
66.100000; 1800; 1353254; 
66.200000; 1800; 1340703; 
66.300000; 2280; 1712947; 
66.400000; 2280; 1705225; 
66.500000; 2519; 1890956; 
66.600000; 2280; 1714842; 
66.700000; 2280; 1716534; 
66.800000; 2040; 1537792; 
66.900000; 1800; 1356091; 
67.000000; 1800; 1353448; 
67.100000; 1800; 1338020; 
67.200000; 1800; 1330758; 
67.300000; 2159; 1620413; 
67.400000; 2280; 1708449; 
67.500000; 2280; 1702045; 
67.600000; 2280; 1716053; 
67.700000; 2280; 1714142; 
67.800000; 1800; 1350968; 
67.900000; 1800; 1352155; 
68.000000; 1800; 1355971; 
68.100000; 1800; 1357217; 
68.200000; 1800; 1349527; 
68.300000; 2280; 1708915; 
68.400000; 2280; 1699732; 
68.500000; 2280; 1707325; 
68.600000; 2280; 1706293; 
68.700000; 2280; 1705334; 
68.800000; 1800; 1350519; 
68.900000; 1800; 1366307; 
69.000000; 1800; 1342599; 
69.100000; 1800; 1354272; 
69.200000; 1800; 1345311; 
69.300000; 1800; 1356751; 
69.400000; 2400; 1802147; 
69.500000; 2400; 1795242; 
69.600000; 2400; 1801610; 
69.700000; 1920; 1428923; 
69.800000; 1800; 1350672; 
69.900000; 1800; 1345745; 
70.000000; 1800; 1354515; 
70.100000; 1800; 1350963; 
70.200000; 1920; 1439694; 
70.300000; 2400; 1795686; 
70.400000; 2519; 1883260; 
70.500000; 2639; 1968120; 
70.600000; 2519; 1890964; 
70.700000; 2519; 1881762; 
70.800000; 2159; 1614341; 
70.900000; 1800; 1339954; 
71.000000; 1800; 1346031; 
71.100000; 1800; 1353010; 
71.200000; 2040; 1536466; 
71.300000; 2400; 1804392; 
71.400000; 2639; 1973575; 
71.500000; 2760; 2067723; 
71.600000; 2639; 1975872; 
71.700000; 2400; 1810257; 
71.800000; 2280; 1718482; 
71.900000; 2040; 1531230; 
72.000000; 1800; 1341179; 
72.100000; 1800; 1348904; 
72.200000; 1800; 1355463; 
72.300000; 2040; 1517682; 
72.400000; 2159; 1619974; 
72.500000; 2280; 1712926; 
72.600000; 2159; 1621502; 
72.700000; 2040; 1529457; 
72.800000; 2040; 1525321; 
72.900000; 1800; 1349546; 
73.000000; 1800; 1348973; 
73.100000; 1800; 1343076; 
73.200000; 2159; 1626396; 
73.300000; 2280; 1707032; 
73.400000; 2280; 1715540; 
73.500000; 2280; 1700820; 
73.600000; 2280; 1709206; 
73.700000; 2280; 1701017; 
73.800000; 2159; 1620504; 
73.900000; 2040; 1521303; 
74.000000; 1800; 1354363; 
74.100000; 1800; 1351952; 
74.200000; 2040; 1527010; 
74.300000; 2519; 1882184; 
74.400000; 2639; 1978168; 
74.500000; 2760; 2062843; 
74.600000; 2639; 2001145; 
74.700000; 2519; 1889118; 
74.800000; 2280; 1717330; 
74.900000; 2040; 1530521; 
75.000000; 1920; 1442599; 
75.100000; 1800; 1359634; 
75.200000; 1920; 1441071; 
75.300000; 2280; 1694856; 
75.400000; 2280; 1705635; 
75.500000; 2400; 1803180; 
75.600000; 2280; 1707109; 
75.700000; 2280; 1715937; 
75.800000; 2040; 1522797; 
75.900000; 1920; 1433780; 
76.000000; 1800; 1345815; 
76.100000; 1800; 1348909; 
76.200000; 1920; 1441738; 
76.300000; 2040; 1536457; 
76.400000; 2400; 1803334; 
76.500000; 2639; 1970274; 
76.600000; 2400; 1790608; 
76.700000; 2159; 1616690; 
76.800000; 1920; 1453033; 
76.900000; 1920; 1435946; 
77.000000; 1800; 1353734; 
77.100000; 1800; 1352923; 
77.200000; 2159; 1611507; 
77.300000; 2519; 1896228; 
77.400000; 2519; 1892735; 
77.500000; 2639; 1985653; 
77.600000; 2639; 1967832; 
77.700000; 2519; 1888404; 
77.800000; 2519; 1894583; 
77.900000; 2159; 1619085; 
78.000000; 1800; 1350137; 
78.100000; 1800; 1354534; 
78.200000; 2159; 1627005; 
78.300000; 2880; 2158901; 
78.400000; 3000; 2252527; 
78.500000; 3000; 2255968; 
78.600000; 3000; 2259675; 
78.700000; 3000; 2248843; 
78.800000; 2280; 1707780; 
78.900000; 2040; 1529894; 
79.000000; 1800; 1348176; 
79.100000; 1800; 1347503; 
79.200000; 1800; 1350831; 
79.300000; 2400; 1806693; 
79.400000; 2519; 1881898; 
79.500000; 2639; 1983001; 
79.600000; 2639; 1972294; 
79.700000; 2400; 1797743; 
79.800000; 1920; 1437869; 
79.900000; 1800; 1333223; 
80.000000; 1800; 1346614; 
80.100000; 1800; 1344665; 
80.200000; 2040; 1530325; 
80.300000; 2280; 1700221; 
80.400000; 2400; 1808268; 
80.500000; 2400; 1791870; 
80.600000; 2400; 1794151; 
80.700000; 2280; 1706870; 
80.800000; 2159; 1622886; 
80.900000; 1920; 1444115; 
81.000000; 1800; 1346445; 
81.100000; 1800; 1353953; 
81.200000; 1920; 1435851; 
81.300000; 2760; 2077647; 
81.400000; 2880; 2158827; 
81.500000; 2880; 2154250; 
81.600000; 2880; 2162337; 
81.700000; 2760; 2052225; 
81.800000; 2400; 1806598; 
81.900000; 1920; 1444799; 
82.000000; 1800; 1351063; 
82.100000; 1800; 1348058; 
82.200000; 1920; 1435201; 
82.300000; 2280; 1708119; 
82.400000; 2280; 1703306; 
82.500000; 2400; 1800117; 
82.600000; 2280; 1705882; 
82.700000; 2280; 1704132; 
82.800000; 2040; 1529617; 
82.900000; 1920; 1443393; 
83.000000; 1800; 1346770; 
83.100000; 1800; 1359952; 
83.200000; 1920; 1436614; 
83.300000; 2159; 1619730; 
83.400000; 2639; 1980024; 
83.500000; 2639; 1967148; 
83.600000; 2639; 1979280; 
83.700000; 2159; 1621999; 
83.800000; 2040; 1533536; 
83.900000; 1920; 1433064; 
84.000000; 1800; 1354128; 
84.100000; 1800; 1346536; 
84.200000; 1920; 1443913; 
84.300000; 2040; 1521771; 
84.400000; 2280; 1717856; 
84.500000; 2400; 1811479; 
84.600000; 2280; 1714789; 
84.700000; 2040; 1530007; 
84.800000; 1920; 1438545; 
84.900000; 1800; 1344569; 
85.000000; 1800; 1336948; 
85.100000; 1800; 1341894; 
85.200000; 1920; 1433586; 
85.300000; 2040; 1512539; 
85.400000; 2040; 1544448; 
85.500000; 2040; 1529379; 
85.600000; 2040; 1526041; 
85.700000; 2040; 1528552; 
85.800000; 1920; 1449327; 
85.900000; 1800; 1344173; 
86.000000; 1800; 1354499; 
86.100000; 1800; 1348731; 
86.200000; 1920; 1440789; 
86.300000; 2040; 1527727; 
86.400000; 2159; 1612869; 
86.500000; 2159; 1604878; 
86.600000; 2159; 1615475; 
86.700000; 2040; 1525930; 
86.800000; 1920; 1442955; 
86.900000; 1920; 1439884; 
87.000000; 1800; 1348800; 
87.100000; 1800; 1346733; 
87.200000; 2040; 1527570; 
