Time Scale; Number of Packets; Total data; 
199; 933491; 46793530.000000; 
200; 935396; 46874216.000000; 
201; 932753; 46764834.000000; 
202; 936329; 46928512.000000; 
203; 938574; 47036420.000000; 
204; 961034; 48172481.000000; 
205; 943520; 47288717.000000; 
206; 929836; 46586780.000000; 
207; 931866; 46710197.000000; 
208; 933529; 46787078.000000; 
209; 937437; 46986647.000000; 
210; 964218; 48326557.000000; 
211; 964498; 48343595.000000; 
212; 935757; 46908433.000000; 
213; 928426; 46526499.000000; 
214; 937970; 47017841.000000; 
215; 940003; 47131353.000000; 
216; 958727; 48050163.000000; 
217; 941411; 47189756.000000; 
218; 934719; 46857496.000000; 
219; 935612; 46893376.000000; 
220; 930243; 46622961.000000; 
221; 937131; 46969086.000000; 
222; 937208; 46973015.000000; 
223; 965335; 48371873.000000; 
224; 941549; 47187377.000000; 
225; 944985; 47382486.000000; 
226; 932395; 46745348.000000; 
227; 931091; 46672779.000000; 
228; 939204; 47053843.000000; 
229; 935370; 46886699.000000; 
230; 970031; 48628394.000000; 
231; 940489; 47165959.000000; 
232; 937018; 46968259.000000; 
233; 933548; 46786776.000000; 
234; 940437; 47139412.000000; 
235; 929471; 46574701.000000; 
236; 940644; 47136102.000000; 
237; 962325; 48235120.000000; 
238; 946843; 47453487.000000; 
239; 918255; 46029558.000000; 
240; 939146; 47073716.000000; 
241; 930465; 46620054.000000; 
242; 939983; 47115536.000000; 
243; 941410; 47188140.000000; 
244; 929804; 46604367.000000; 
245; 949787; 47607548.000000; 
246; 936104; 46911355.000000; 
247; 949466; 47588461.000000; 
248; 936400; 46930987.000000; 
249; 945146; 47365811.000000; 
250; 933023; 46763237.000000; 
251; 967248; 48461402.000000; 
252; 939396; 47093282.000000; 
253; 945083; 47358345.000000; 
254; 927431; 46486479.000000; 
255; 938524; 47050834.000000; 
256; 937511; 46985578.000000; 
257; 927948; 46504458.000000; 
258; 933030; 46750030.000000; 
259; 936543; 46948266.000000; 
260; 938525; 47031845.000000; 
