Time Scale; Number of Packets; Total data (kb); 
19.300000; 1920; 1451643; 
19.400000; 1920; 1433302; 
19.500000; 2159; 1616313; 
19.600000; 1920; 1432870; 
19.700000; 1920; 1438329; 
19.800000; 1800; 1349539; 
19.900000; 1800; 1345760; 
20.000000; 1800; 1352348; 
20.100000; 1800; 1342756; 
20.200000; 1920; 1435664; 
20.300000; 2280; 1700053; 
20.400000; 2519; 1872810; 
20.500000; 2519; 1896367; 
20.600000; 2519; 1878344; 
20.700000; 2400; 1819441; 
20.800000; 1920; 1447013; 
20.900000; 1920; 1432584; 
21.000000; 1800; 1361407; 
21.100000; 1800; 1357619; 
21.200000; 2159; 1620859; 
21.300000; 2639; 1957338; 
21.400000; 2760; 2086074; 
21.500000; 2760; 2054061; 
21.600000; 2760; 2059952; 
21.700000; 2760; 2078106; 
21.800000; 2159; 1608150; 
21.900000; 2040; 1534610; 
22.000000; 1800; 1345183; 
22.100000; 1800; 1343167; 
22.200000; 2159; 1621130; 
22.300000; 2280; 1703529; 
22.400000; 2400; 1787280; 
22.500000; 2400; 1799021; 
22.600000; 2400; 1803979; 
22.700000; 2280; 1704393; 
22.800000; 2280; 1700569; 
22.900000; 1800; 1346056; 
23.000000; 1800; 1339296; 
23.100000; 1800; 1363678; 
23.200000; 1920; 1429756; 
23.300000; 2159; 1619235; 
23.400000; 2280; 1711633; 
23.500000; 2280; 1713450; 
23.600000; 2280; 1706254; 
23.700000; 2159; 1613423; 
23.800000; 2040; 1529921; 
23.900000; 1920; 1433599; 
24.000000; 1800; 1355917; 
24.100000; 1800; 1336397; 
24.200000; 1920; 1441128; 
24.300000; 2159; 1618523; 
24.400000; 2519; 1888025; 
24.500000; 2639; 1970917; 
24.600000; 2519; 1896519; 
24.700000; 2280; 1710275; 
24.800000; 2040; 1522943; 
24.900000; 1920; 1460204; 
25.000000; 1920; 1446438; 
25.100000; 1800; 1348458; 
25.200000; 2040; 1513885; 
25.300000; 2400; 1797657; 
25.400000; 2519; 1884685; 
25.500000; 2880; 2156227; 
25.600000; 2519; 1888660; 
25.700000; 2400; 1797860; 
25.800000; 2280; 1718385; 
25.900000; 2040; 1522827; 
26.000000; 1800; 1343238; 
26.100000; 1800; 1352703; 
26.200000; 2040; 1522801; 
26.300000; 2280; 1709257; 
26.400000; 2280; 1709038; 
26.500000; 2519; 1885251; 
26.600000; 2280; 1713091; 
26.700000; 2280; 1699757; 
26.800000; 2159; 1607489; 
26.900000; 2040; 1533470; 
27.000000; 1800; 1341596; 
27.100000; 1800; 1352569; 
27.200000; 1800; 1340540; 
27.300000; 2040; 1527922; 
27.400000; 2400; 1804447; 
27.500000; 2400; 1807162; 
27.600000; 2400; 1796603; 
27.700000; 2040; 1526532; 
27.800000; 1920; 1433829; 
27.900000; 1800; 1341802; 
28.000000; 1800; 1352290; 
28.100000; 1800; 1341615; 
28.200000; 1800; 1348521; 
28.300000; 1920; 1434332; 
28.400000; 2040; 1527701; 
28.500000; 2040; 1537296; 
28.600000; 2040; 1524055; 
28.700000; 2040; 1530381; 
28.800000; 1800; 1347055; 
28.900000; 1800; 1347112; 
29.000000; 1800; 1350632; 
29.100000; 1800; 1342806; 
29.200000; 1800; 1343026; 
29.300000; 2280; 1703356; 
29.400000; 2519; 1878858; 
29.500000; 2519; 1890159; 
29.600000; 2519; 1883228; 
29.700000; 2280; 1713338; 
29.800000; 2040; 1536448; 
29.900000; 1800; 1344012; 
30.000000; 1800; 1340608; 
30.100000; 1800; 1346054; 
30.200000; 1920; 1435463; 
30.300000; 2159; 1620227; 
30.400000; 2519; 1880300; 
30.500000; 2519; 1879386; 
30.600000; 2519; 1894397; 
30.700000; 2280; 1719840; 
30.800000; 2159; 1617267; 
30.900000; 1920; 1441179; 
31.000000; 1800; 1362013; 
31.100000; 1800; 1355634; 
31.200000; 1800; 1364120; 
31.300000; 2280; 1704885; 
31.400000; 2280; 1704355; 
31.500000; 2280; 1705643; 
31.600000; 2280; 1714483; 
31.700000; 2280; 1710971; 
31.800000; 2159; 1619740; 
31.900000; 1800; 1347988; 
32.000000; 1800; 1354449; 
32.100000; 1800; 1336201; 
32.200000; 1800; 1345815; 
32.300000; 2159; 1626265; 
32.400000; 2400; 1791926; 
32.500000; 2400; 1793572; 
32.600000; 2400; 1801070; 
32.700000; 2280; 1713590; 
32.800000; 2040; 1527052; 
32.900000; 1800; 1360087; 
33.000000; 1800; 1344157; 
33.100000; 1800; 1346996; 
33.200000; 1920; 1441511; 
33.300000; 2040; 1533621; 
33.400000; 2159; 1608702; 
33.500000; 2159; 1612730; 
33.600000; 2159; 1626339; 
33.700000; 2040; 1530541; 
33.800000; 1920; 1436099; 
33.900000; 1920; 1433999; 
34.000000; 1800; 1352189; 
34.100000; 1800; 1357105; 
34.200000; 1800; 1338804; 
34.300000; 2159; 1622209; 
34.400000; 2639; 1966773; 
34.500000; 2639; 1978507; 
34.600000; 2639; 1975087; 
34.700000; 2400; 1784425; 
34.800000; 2040; 1513937; 
34.900000; 1800; 1345155; 
35.000000; 1800; 1360264; 
35.100000; 1800; 1355862; 
35.200000; 1800; 1349702; 
35.300000; 2159; 1615762; 
35.400000; 2400; 1797839; 
35.500000; 2519; 1890900; 
35.600000; 2400; 1811018; 
35.700000; 2159; 1625111; 
35.800000; 2040; 1538974; 
35.900000; 1800; 1352966; 
36.000000; 1800; 1337308; 
36.100000; 1800; 1344749; 
36.200000; 1920; 1426259; 
36.300000; 2159; 1620245; 
36.400000; 2639; 1985498; 
36.500000; 2880; 2149048; 
36.600000; 2760; 2065866; 
36.700000; 2400; 1805083; 
36.800000; 2040; 1545760; 
36.900000; 1920; 1437051; 
37.000000; 1800; 1359713; 
37.100000; 1800; 1346454; 
37.200000; 1920; 1431730; 
37.300000; 2280; 1701243; 
37.400000; 2400; 1802739; 
37.500000; 2400; 1797973; 
37.600000; 2400; 1800573; 
37.700000; 2280; 1711403; 
37.800000; 2040; 1528678; 
37.900000; 1800; 1358197; 
38.000000; 1800; 1350735; 
38.100000; 1800; 1356014; 
38.200000; 1800; 1358306; 
38.300000; 2280; 1711487; 
38.400000; 2519; 1882874; 
38.500000; 2519; 1881881; 
38.600000; 2519; 1881442; 
38.700000; 2400; 1795300; 
38.800000; 1920; 1449706; 
38.900000; 1800; 1339900; 
39.000000; 1800; 1339729; 
39.100000; 1800; 1344906; 
39.200000; 1920; 1434823; 
39.300000; 2040; 1524934; 
39.400000; 2280; 1711351; 
39.500000; 2280; 1710838; 
39.600000; 2280; 1716437; 
39.700000; 2040; 1526592; 
39.800000; 2040; 1526057; 
39.900000; 1920; 1439840; 
40.000000; 1800; 1354643; 
40.100000; 1800; 1351651; 
40.200000; 1800; 1343878; 
40.300000; 2040; 1530614; 
40.400000; 2159; 1612524; 
40.500000; 2159; 1621982; 
40.600000; 2159; 1617204; 
40.700000; 2159; 1604867; 
40.800000; 1920; 1443126; 
40.900000; 1800; 1353273; 
41.000000; 1800; 1346851; 
41.100000; 1800; 1343321; 
41.200000; 1800; 1345283; 
41.300000; 1920; 1445883; 
41.400000; 2280; 1724490; 
41.500000; 2639; 1985663; 
41.600000; 2280; 1711723; 
41.700000; 1920; 1441616; 
41.800000; 1920; 1435991; 
41.900000; 1800; 1344659; 
42.000000; 1800; 1348228; 
42.100000; 1800; 1352882; 
42.200000; 2040; 1527274; 
42.300000; 2519; 1871626; 
42.400000; 2760; 2057151; 
42.500000; 2760; 2075046; 
42.600000; 2760; 2073942; 
42.700000; 2639; 1974102; 
42.800000; 2280; 1709518; 
42.900000; 2040; 1530834; 
43.000000; 1800; 1347333; 
43.100000; 1800; 1343209; 
43.200000; 1920; 1440603; 
43.300000; 2400; 1806057; 
43.400000; 2519; 1902724; 
43.500000; 2639; 1980546; 
43.600000; 2519; 1882293; 
43.700000; 2519; 1878664; 
43.800000; 2040; 1530359; 
43.900000; 1920; 1435464; 
44.000000; 1800; 1344832; 
44.100000; 1800; 1349901; 
44.200000; 2040; 1528867; 
44.300000; 2280; 1706945; 
44.400000; 2400; 1802335; 
44.500000; 2400; 1792706; 
44.600000; 2400; 1804892; 
44.700000; 2280; 1718725; 
44.800000; 2040; 1523683; 
44.900000; 2040; 1531310; 
45.000000; 1920; 1437808; 
45.100000; 1800; 1333714; 
45.200000; 1920; 1445719; 
45.300000; 2639; 1969307; 
45.400000; 2880; 2150805; 
45.500000; 3000; 2239729; 
45.600000; 2880; 2167463; 
45.700000; 2639; 1972014; 
45.800000; 2159; 1616123; 
45.900000; 1920; 1438411; 
46.000000; 1800; 1353292; 
46.100000; 1800; 1345735; 
46.200000; 2280; 1709427; 
46.300000; 2400; 1793038; 
46.400000; 2760; 2069805; 
46.500000; 2760; 2066733; 
46.600000; 2760; 2063657; 
46.700000; 2639; 1978501; 
46.800000; 2280; 1715989; 
46.900000; 2040; 1529703; 
47.000000; 1800; 1360299; 
47.100000; 1800; 1350355; 
47.200000; 1800; 1349775; 
47.300000; 2040; 1530234; 
47.400000; 2040; 1542287; 
47.500000; 2040; 1530835; 
47.600000; 2040; 1529742; 
47.700000; 2040; 1523225; 
47.800000; 1800; 1345613; 
47.900000; 1800; 1344337; 
48.000000; 1800; 1350151; 
48.100000; 1800; 1346104; 
48.200000; 2159; 1619572; 
48.300000; 2519; 1889143; 
48.400000; 2519; 1888970; 
48.500000; 2519; 1895304; 
48.600000; 2519; 1898402; 
48.700000; 2519; 1898098; 
48.800000; 2519; 1890117; 
48.900000; 2040; 1528449; 
49.000000; 1800; 1352474; 
49.100000; 1800; 1346809; 
49.200000; 1800; 1359520; 
49.300000; 2040; 1514153; 
49.400000; 2280; 1714119; 
49.500000; 2400; 1792818; 
49.600000; 2280; 1697934; 
49.700000; 2159; 1615793; 
49.800000; 1920; 1441448; 
49.900000; 1800; 1343213; 
50.000000; 1800; 1349244; 
50.100000; 1800; 1363575; 
50.200000; 1920; 1442094; 
50.300000; 2159; 1618121; 
50.400000; 2280; 1720610; 
50.500000; 2280; 1717230; 
50.600000; 2280; 1707757; 
50.700000; 2159; 1619740; 
50.800000; 2040; 1515519; 
50.900000; 1920; 1432436; 
51.000000; 1800; 1357481; 
51.100000; 1800; 1352507; 
51.200000; 1800; 1343784; 
51.300000; 1920; 1442985; 
51.400000; 2040; 1529274; 
51.500000; 2040; 1529015; 
51.600000; 2040; 1516600; 
51.700000; 2040; 1524139; 
51.800000; 1800; 1359548; 
51.900000; 1800; 1346388; 
52.000000; 1800; 1359970; 
52.100000; 1800; 1352903; 
52.200000; 2040; 1520252; 
52.300000; 2400; 1808831; 
52.400000; 2760; 2064853; 
52.500000; 3000; 2245982; 
52.600000; 2760; 2074058; 
52.700000; 2519; 1875590; 
52.800000; 2280; 1708168; 
52.900000; 2040; 1522700; 
53.000000; 1800; 1345986; 
53.100000; 1800; 1349999; 
53.200000; 1920; 1430375; 
53.300000; 2400; 1799531; 
53.400000; 2639; 1976816; 
53.500000; 2639; 1978989; 
53.600000; 2639; 1970632; 
53.700000; 2400; 1792520; 
53.800000; 2159; 1626074; 
53.900000; 1920; 1428650; 
54.000000; 1800; 1344250; 
54.100000; 1800; 1339450; 
54.200000; 1920; 1434710; 
54.300000; 2040; 1528902; 
54.400000; 2040; 1524730; 
54.500000; 2040; 1528818; 
54.600000; 2040; 1533846; 
54.700000; 2040; 1524256; 
54.800000; 2040; 1530372; 
54.900000; 1920; 1441181; 
55.000000; 1800; 1349030; 
55.100000; 1800; 1345183; 
55.200000; 2040; 1516108; 
55.300000; 2400; 1789995; 
55.400000; 2639; 1980874; 
55.500000; 2880; 2167621; 
55.600000; 2639; 1997727; 
55.700000; 2519; 1886506; 
55.800000; 2159; 1614583; 
55.900000; 2040; 1533845; 
56.000000; 1800; 1343540; 
56.100000; 1800; 1348532; 
56.200000; 1920; 1448597; 
56.300000; 2280; 1710087; 
56.400000; 2519; 1881823; 
56.500000; 2519; 1884489; 
56.600000; 2519; 1904962; 
56.700000; 2400; 1790170; 
56.800000; 2159; 1617630; 
56.900000; 1920; 1434209; 
57.000000; 1800; 1362423; 
57.100000; 1800; 1348690; 
57.200000; 1920; 1439015; 
57.300000; 2280; 1709492; 
57.400000; 2400; 1793212; 
57.500000; 2519; 1881032; 
57.600000; 2400; 1801831; 
57.700000; 2400; 1800936; 
57.800000; 2040; 1532452; 
57.900000; 1920; 1435238; 
58.000000; 1800; 1365247; 
58.100000; 1800; 1359014; 
58.200000; 1920; 1451146; 
58.300000; 2159; 1617355; 
58.400000; 2400; 1812973; 
58.500000; 2400; 1819526; 
58.600000; 2400; 1788410; 
58.700000; 2280; 1709392; 
58.800000; 2040; 1528674; 
58.900000; 1920; 1440558; 
59.000000; 1800; 1356000; 
59.100000; 1800; 1348498; 
59.200000; 1800; 1340665; 
59.300000; 2040; 1530772; 
59.400000; 2400; 1794386; 
59.500000; 2400; 1803914; 
59.600000; 2400; 1790211; 
59.700000; 2400; 1796517; 
59.800000; 1920; 1450201; 
59.900000; 1800; 1353253; 
60.000000; 1800; 1345034; 
60.100000; 1800; 1339655; 
60.200000; 1920; 1447765; 
60.300000; 2040; 1529350; 
60.400000; 2040; 1532143; 
60.500000; 2040; 1526151; 
60.600000; 2040; 1523796; 
60.700000; 2040; 1533405; 
60.800000; 1920; 1454096; 
60.900000; 1800; 1357968; 
61.000000; 1800; 1339213; 
61.100000; 1800; 1352810; 
61.200000; 1800; 1342376; 
61.300000; 2280; 1700985; 
61.400000; 2519; 1874925; 
61.500000; 2519; 1899099; 
61.600000; 2519; 1895848; 
61.700000; 2280; 1712562; 
61.800000; 2040; 1532443; 
61.900000; 1800; 1343039; 
62.000000; 1800; 1347854; 
62.100000; 1800; 1351246; 
62.200000; 2040; 1529855; 
62.300000; 2280; 1699341; 
62.400000; 2400; 1797777; 
62.500000; 2519; 1885209; 
62.600000; 2400; 1797878; 
62.700000; 2280; 1695245; 
62.800000; 2280; 1703728; 
62.900000; 2040; 1527422; 
63.000000; 1800; 1351362; 
63.100000; 1800; 1352799; 
63.200000; 1920; 1436104; 
63.300000; 2280; 1708227; 
63.400000; 2519; 1886931; 
63.500000; 2639; 1971825; 
63.600000; 2519; 1903131; 
63.700000; 2400; 1792164; 
63.800000; 2040; 1536900; 
63.900000; 1920; 1437505; 
64.000000; 1920; 1434297; 
64.100000; 1800; 1347555; 
64.200000; 2040; 1536525; 
64.300000; 2400; 1787377; 
64.400000; 2760; 2077604; 
64.500000; 2880; 2163581; 
64.600000; 2760; 2073090; 
64.700000; 2400; 1792359; 
64.800000; 2159; 1627310; 
64.900000; 2040; 1518396; 
65.000000; 1800; 1344460; 
65.100000; 1800; 1353198; 
65.200000; 2040; 1531171; 
65.300000; 2400; 1785876; 
65.400000; 2639; 1983200; 
65.500000; 2639; 1986434; 
65.600000; 2639; 1992651; 
65.700000; 2400; 1797918; 
65.800000; 2040; 1531562; 
65.900000; 2040; 1524962; 
66.000000; 1800; 1345739; 
66.100000; 1800; 1349097; 
66.200000; 2040; 1526145; 
66.300000; 2639; 1981761; 
66.400000; 3000; 2244429; 
66.500000; 3000; 2243943; 
66.600000; 3000; 2253891; 
66.700000; 2760; 2076033; 
66.800000; 2400; 1808593; 
66.900000; 1920; 1447715; 
67.000000; 1920; 1442543; 
67.100000; 1800; 1340438; 
67.200000; 2040; 1511910; 
67.300000; 2159; 1615978; 
67.400000; 2519; 1889247; 
67.500000; 2519; 1885280; 
67.600000; 2519; 1893470; 
67.700000; 2400; 1804877; 
67.800000; 2159; 1626801; 
67.900000; 1920; 1435358; 
68.000000; 1800; 1355421; 
68.100000; 1800; 1357393; 
68.200000; 2040; 1534426; 
68.300000; 2280; 1699354; 
68.400000; 2760; 2062992; 
68.500000; 2760; 2064863; 
68.600000; 2760; 2064987; 
68.700000; 2400; 1801379; 
68.800000; 2040; 1539852; 
68.900000; 2040; 1530763; 
69.000000; 1800; 1348418; 
69.100000; 1800; 1357013; 
69.200000; 2040; 1530196; 
69.300000; 2280; 1703943; 
69.400000; 2519; 1886726; 
69.500000; 2519; 1884415; 
69.600000; 2519; 1890703; 
69.700000; 2280; 1705586; 
69.800000; 2159; 1625026; 
69.900000; 2040; 1530699; 
70.000000; 1800; 1337902; 
70.100000; 1800; 1357667; 
70.200000; 1800; 1341390; 
70.300000; 2159; 1612548; 
70.400000; 2280; 1707256; 
70.500000; 2400; 1792148; 
70.600000; 2280; 1706104; 
70.700000; 2280; 1700260; 
70.800000; 1920; 1436426; 
70.900000; 1800; 1351507; 
71.000000; 1800; 1354591; 
71.100000; 1800; 1352897; 
71.200000; 1800; 1355572; 
71.300000; 2040; 1518723; 
71.400000; 2040; 1529651; 
71.500000; 2159; 1621375; 
71.600000; 2040; 1527779; 
71.700000; 2040; 1550325; 
71.800000; 1920; 1436868; 
71.900000; 1800; 1351991; 
72.000000; 1800; 1335436; 
72.100000; 1800; 1356011; 
72.200000; 2040; 1534699; 
72.300000; 2880; 2143632; 
72.400000; 2880; 2163081; 
72.500000; 3000; 2256191; 
72.600000; 2880; 2160038; 
72.700000; 2880; 2155396; 
72.800000; 2400; 1792965; 
72.900000; 2040; 1534385; 
73.000000; 1920; 1438934; 
73.100000; 1800; 1353533; 
73.200000; 1920; 1438628; 
73.300000; 2280; 1708695; 
73.400000; 2400; 1788142; 
73.500000; 2400; 1797357; 
73.600000; 2400; 1795431; 
73.700000; 2400; 1792870; 
73.800000; 2040; 1535990; 
73.900000; 1920; 1441849; 
74.000000; 1800; 1342937; 
74.100000; 1800; 1350078; 
74.200000; 2040; 1525982; 
74.300000; 2159; 1613302; 
74.400000; 2400; 1810304; 
74.500000; 2639; 1992458; 
74.600000; 2400; 1804336; 
74.700000; 2159; 1617776; 
74.800000; 2040; 1531020; 
74.900000; 1920; 1456072; 
75.000000; 1800; 1350286; 
75.100000; 1800; 1337531; 
75.200000; 1800; 1343646; 
75.300000; 1920; 1437293; 
75.400000; 2400; 1804147; 
75.500000; 2400; 1793983; 
75.600000; 2400; 1812556; 
75.700000; 1920; 1432246; 
75.800000; 1920; 1428060; 
75.900000; 1800; 1346825; 
76.000000; 1800; 1350636; 
76.100000; 1800; 1355061; 
76.200000; 1800; 1354550; 
76.300000; 1920; 1444073; 
76.400000; 2159; 1612287; 
76.500000; 2159; 1608098; 
76.600000; 2159; 1621415; 
76.700000; 2159; 1622235; 
76.800000; 1800; 1353370; 
76.900000; 1800; 1351552; 
77.000000; 1800; 1348517; 
77.100000; 1800; 1345106; 
77.200000; 2040; 1533873; 
77.300000; 2280; 1711533; 
77.400000; 2519; 1895898; 
77.500000; 2519; 1895707; 
77.600000; 2519; 1873350; 
77.700000; 2519; 1886762; 
77.800000; 2280; 1721402; 
77.900000; 2040; 1526772; 
78.000000; 1920; 1445104; 
78.100000; 1800; 1351164; 
78.200000; 1920; 1447773; 
78.300000; 2159; 1613630; 
78.400000; 2280; 1710449; 
78.500000; 2280; 1718702; 
78.600000; 2280; 1714474; 
78.700000; 2280; 1717105; 
78.800000; 2159; 1616094; 
78.900000; 1800; 1352334; 
79.000000; 1800; 1348582; 
79.100000; 1800; 1344785; 
79.200000; 1800; 1355035; 
79.300000; 2519; 1881264; 
79.400000; 2639; 1986709; 
79.500000; 2639; 1981103; 
79.600000; 2639; 1977572; 
79.700000; 2519; 1885633; 
79.800000; 2159; 1616509; 
79.900000; 1800; 1348271; 
80.000000; 1800; 1345014; 
80.100000; 1800; 1335119; 
80.200000; 1920; 1439517; 
80.300000; 2040; 1527215; 
80.400000; 2040; 1520617; 
80.500000; 2159; 1613078; 
80.600000; 2040; 1536841; 
80.700000; 2040; 1526049; 
80.800000; 1920; 1434157; 
80.900000; 1920; 1442036; 
81.000000; 1920; 1435127; 
81.100000; 1800; 1352946; 
81.200000; 1920; 1449275; 
81.300000; 2280; 1703906; 
81.400000; 2400; 1802619; 
81.500000; 2400; 1797719; 
81.600000; 2400; 1800640; 
81.700000; 2280; 1714186; 
81.800000; 2159; 1613407; 
81.900000; 1800; 1349308; 
82.000000; 1800; 1340210; 
82.100000; 1800; 1342167; 
82.200000; 2040; 1533569; 
82.300000; 2280; 1716943; 
82.400000; 2639; 1981522; 
82.500000; 2760; 2062461; 
82.600000; 2760; 2067446; 
82.700000; 2400; 1797335; 
82.800000; 2280; 1707237; 
82.900000; 1920; 1435123; 
83.000000; 1920; 1436304; 
83.100000; 1800; 1349472; 
83.200000; 1920; 1439361; 
83.300000; 2159; 1614151; 
83.400000; 2880; 2170036; 
83.500000; 3000; 2249747; 
83.600000; 2880; 2162944; 
83.700000; 2519; 1878621; 
83.800000; 1920; 1436558; 
83.900000; 1920; 1440776; 
84.000000; 1800; 1354604; 
84.100000; 1800; 1347691; 
84.200000; 1800; 1346206; 
84.300000; 2280; 1713599; 
84.400000; 2639; 1980771; 
84.500000; 2639; 1976020; 
84.600000; 2639; 1987233; 
84.700000; 2280; 1719078; 
84.800000; 2040; 1530696; 
84.900000; 1800; 1352526; 
85.000000; 1800; 1350644; 
85.100000; 1800; 1341287; 
85.200000; 2040; 1519471; 
85.300000; 2400; 1789018; 
85.400000; 2519; 1874765; 
85.500000; 2519; 1894666; 
85.600000; 2519; 1892977; 
85.700000; 2400; 1792321; 
85.800000; 2280; 1712838; 
85.900000; 2040; 1532694; 
86.000000; 1800; 1346209; 
86.100000; 1800; 1349626; 
86.200000; 2040; 1535342; 
86.300000; 2280; 1711909; 
86.400000; 2400; 1788044; 
86.500000; 2400; 1783760; 
86.600000; 2400; 1795576; 
86.700000; 2280; 1714418; 
86.800000; 2280; 1706273; 
86.900000; 2040; 1530687; 
87.000000; 1800; 1352578; 
87.100000; 1800; 1339151; 
87.200000; 2159; 1623686; 
