Time Scale; Number of Packets; Total data (kb); 
704.700000; 2280; 1710873; 
704.800000; 2280; 1714113; 
704.900000; 2040; 1521983; 
705.000000; 1800; 1354699; 
705.100000; 1800; 1346660; 
705.200000; 2040; 1530191; 
705.300000; 2159; 1609806; 
705.400000; 2519; 1875514; 
705.500000; 2519; 1883826; 
705.600000; 2519; 1885893; 
705.700000; 2280; 1698664; 
705.800000; 2159; 1609704; 
705.900000; 2040; 1546807; 
706.000000; 1800; 1361401; 
706.100000; 1800; 1360222; 
706.200000; 1920; 1429025; 
706.300000; 2040; 1524151; 
706.400000; 2400; 1795172; 
706.500000; 2400; 1803278; 
706.600000; 2400; 1795488; 
706.700000; 2159; 1623585; 
706.800000; 1920; 1439522; 
706.900000; 1800; 1356792; 
707.000000; 1800; 1350308; 
707.100000; 1800; 1351325; 
707.200000; 2040; 1534832; 
707.300000; 2159; 1616537; 
707.400000; 2159; 1605838; 
707.500000; 2280; 1705140; 
707.600000; 2159; 1621416; 
707.700000; 2159; 1617507; 
707.800000; 2159; 1615544; 
707.900000; 2040; 1530593; 
708.000000; 1800; 1359446; 
708.100000; 1800; 1354263; 
708.200000; 1800; 1353307; 
708.300000; 1800; 1340372; 
708.400000; 2280; 1706000; 
708.500000; 2280; 1712653; 
708.600000; 2280; 1695621; 
708.700000; 1920; 1434175; 
708.800000; 1800; 1352259; 
708.900000; 1800; 1353055; 
709.000000; 1800; 1346134; 
709.100000; 1800; 1358619; 
709.200000; 2040; 1531526; 
709.300000; 2280; 1692253; 
709.400000; 2400; 1804351; 
709.500000; 2519; 1890915; 
709.600000; 2400; 1806117; 
709.700000; 2400; 1794481; 
709.800000; 2159; 1617775; 
709.900000; 1920; 1448385; 
710.000000; 1920; 1423867; 
710.100000; 1800; 1351973; 
710.200000; 2040; 1533641; 
710.300000; 2159; 1618218; 
710.400000; 2519; 1872657; 
710.500000; 2639; 1979484; 
710.600000; 2639; 1978923; 
710.700000; 2280; 1707220; 
710.800000; 2159; 1630444; 
710.900000; 1920; 1445756; 
711.000000; 1800; 1350396; 
711.100000; 1800; 1345321; 
711.200000; 2040; 1531095; 
711.300000; 2400; 1798736; 
711.400000; 2760; 2059443; 
711.500000; 2760; 2066404; 
711.600000; 2760; 2078250; 
711.700000; 2400; 1811509; 
711.800000; 2159; 1616253; 
711.900000; 1920; 1445095; 
712.000000; 1800; 1345501; 
712.100000; 1800; 1343279; 
712.200000; 1920; 1452868; 
712.300000; 2280; 1713063; 
712.400000; 2400; 1803027; 
712.500000; 2400; 1799963; 
712.600000; 2400; 1816127; 
712.700000; 2400; 1795879; 
712.800000; 2040; 1536651; 
712.900000; 1920; 1444944; 
713.000000; 1800; 1344235; 
713.100000; 1800; 1349153; 
713.200000; 2040; 1534675; 
713.300000; 2040; 1527086; 
713.400000; 2159; 1626706; 
713.500000; 2159; 1615666; 
713.600000; 2159; 1609385; 
713.700000; 2040; 1530592; 
713.800000; 2040; 1518655; 
713.900000; 1920; 1438076; 
714.000000; 1800; 1346340; 
714.100000; 1800; 1337325; 
714.200000; 1920; 1434804; 
714.300000; 2040; 1525731; 
714.400000; 2159; 1615613; 
714.500000; 2280; 1714370; 
714.600000; 2159; 1618828; 
714.700000; 2040; 1527162; 
714.800000; 2040; 1526502; 
714.900000; 1800; 1353511; 
715.000000; 1800; 1340539; 
715.100000; 1800; 1343160; 
715.200000; 1920; 1443018; 
715.300000; 2400; 1794563; 
715.400000; 2639; 1977773; 
715.500000; 2639; 1984678; 
715.600000; 2639; 1980081; 
715.700000; 2400; 1791842; 
715.800000; 2280; 1703651; 
715.900000; 1920; 1426735; 
716.000000; 1800; 1353585; 
716.100000; 1800; 1351425; 
716.200000; 1920; 1440917; 
716.300000; 2159; 1619997; 
716.400000; 2400; 1787378; 
716.500000; 2400; 1799955; 
716.600000; 2400; 1789857; 
716.700000; 2400; 1801942; 
716.800000; 2159; 1613489; 
716.900000; 1920; 1439340; 
717.000000; 1800; 1339057; 
717.100000; 1800; 1348479; 
717.200000; 1920; 1449343; 
717.300000; 2280; 1709190; 
717.400000; 2400; 1808865; 
717.500000; 2400; 1803092; 
717.600000; 2400; 1792566; 
717.700000; 2280; 1704821; 
717.800000; 1920; 1449133; 
717.900000; 1920; 1442687; 
718.000000; 1800; 1355255; 
718.100000; 1800; 1355559; 
718.200000; 1800; 1349548; 
718.300000; 2159; 1619298; 
718.400000; 2760; 2064683; 
718.500000; 2760; 2067374; 
718.600000; 2760; 2064508; 
718.700000; 2280; 1713072; 
718.800000; 2040; 1538692; 
718.900000; 1800; 1337708; 
719.000000; 1800; 1340478; 
719.100000; 1800; 1357997; 
719.200000; 1920; 1445062; 
719.300000; 2280; 1709512; 
719.400000; 2400; 1804222; 
719.500000; 2400; 1805051; 
719.600000; 2400; 1794752; 
719.700000; 2280; 1708299; 
719.800000; 2040; 1526112; 
719.900000; 1920; 1437571; 
720.000000; 1800; 1344214; 
720.100000; 1800; 1346661; 
720.200000; 2040; 1528530; 
720.300000; 2639; 1986804; 
720.400000; 2880; 2152827; 
720.500000; 3000; 2242203; 
720.600000; 2880; 2156268; 
720.700000; 2639; 1982780; 
720.800000; 2400; 1801899; 
720.900000; 2040; 1530905; 
721.000000; 1800; 1349930; 
721.100000; 1800; 1354456; 
721.200000; 2040; 1526094; 
721.300000; 2280; 1713998; 
721.400000; 2400; 1802864; 
721.500000; 2639; 1972377; 
721.600000; 2519; 1886614; 
721.700000; 2280; 1706883; 
721.800000; 2159; 1614357; 
721.900000; 2040; 1529442; 
722.000000; 1800; 1355826; 
722.100000; 1800; 1346326; 
722.200000; 1920; 1444954; 
722.300000; 2280; 1705986; 
722.400000; 2639; 1984674; 
722.500000; 2639; 1986165; 
722.600000; 2639; 1976593; 
722.700000; 2280; 1717773; 
722.800000; 2040; 1527606; 
722.900000; 1800; 1353980; 
723.000000; 1800; 1347317; 
723.100000; 1800; 1342502; 
723.200000; 2040; 1519201; 
723.300000; 2639; 1970473; 
723.400000; 3000; 2257527; 
723.500000; 3000; 2247261; 
723.600000; 3000; 2242879; 
723.700000; 2760; 2065634; 
723.800000; 2280; 1699875; 
723.900000; 2040; 1522392; 
724.000000; 1920; 1439372; 
724.100000; 1800; 1344827; 
724.200000; 1920; 1446436; 
724.300000; 2519; 1893866; 
724.400000; 2760; 2068014; 
724.500000; 2760; 2074818; 
724.600000; 2760; 2078291; 
724.700000; 2519; 1899785; 
724.800000; 2280; 1710420; 
724.900000; 1920; 1430038; 
725.000000; 1920; 1441649; 
725.100000; 1800; 1352057; 
725.200000; 2280; 1700847; 
725.300000; 2400; 1786153; 
725.400000; 2400; 1797323; 
725.500000; 2400; 1812071; 
725.600000; 2400; 1795764; 
725.700000; 2400; 1802441; 
725.800000; 2280; 1701897; 
725.900000; 2159; 1614328; 
726.000000; 1920; 1432776; 
726.100000; 1800; 1349042; 
726.200000; 2040; 1517523; 
726.300000; 2280; 1715156; 
726.400000; 2400; 1795777; 
726.500000; 2400; 1797741; 
726.600000; 2400; 1789015; 
726.700000; 2280; 1718996; 
726.800000; 2040; 1522514; 
726.900000; 2040; 1517590; 
727.000000; 1800; 1350374; 
727.100000; 1800; 1358498; 
727.200000; 1800; 1348663; 
727.300000; 3000; 2246440; 
727.400000; 3000; 2242013; 
727.500000; 3000; 2251329; 
727.600000; 3000; 2258473; 
727.700000; 3000; 2240238; 
727.800000; 2280; 1708616; 
727.900000; 1800; 1345036; 
728.000000; 1800; 1359343; 
728.100000; 1800; 1339271; 
728.200000; 1920; 1445318; 
728.300000; 2280; 1714931; 
728.400000; 2760; 2062158; 
728.500000; 2760; 2073969; 
728.600000; 2760; 2073511; 
728.700000; 2280; 1701326; 
728.800000; 2159; 1616080; 
728.900000; 1920; 1440377; 
729.000000; 1800; 1345397; 
729.100000; 1800; 1349244; 
729.200000; 1800; 1350085; 
729.300000; 1920; 1441705; 
729.400000; 1920; 1436622; 
729.500000; 2040; 1516751; 
729.600000; 1920; 1442189; 
729.700000; 1920; 1435370; 
729.800000; 1800; 1337647; 
729.900000; 1800; 1343175; 
730.000000; 1800; 1350578; 
730.100000; 1800; 1351035; 
730.200000; 2040; 1505562; 
730.300000; 2400; 1791968; 
730.400000; 2519; 1887849; 
730.500000; 2519; 1880370; 
730.600000; 2519; 1888664; 
730.700000; 2400; 1806717; 
730.800000; 2400; 1793341; 
730.900000; 1920; 1445770; 
731.000000; 1920; 1434687; 
731.100000; 1800; 1360434; 
731.200000; 1920; 1426039; 
731.300000; 2159; 1616617; 
731.400000; 2639; 1978594; 
731.500000; 2639; 1961459; 
731.600000; 2639; 1980731; 
731.700000; 2400; 1790940; 
731.800000; 1920; 1446982; 
731.900000; 1920; 1439223; 
732.000000; 1800; 1348055; 
732.100000; 1800; 1345166; 
732.200000; 1800; 1358762; 
732.300000; 1920; 1436483; 
732.400000; 2280; 1701525; 
732.500000; 2280; 1710210; 
732.600000; 2280; 1707449; 
732.700000; 2040; 1520862; 
732.800000; 1920; 1440069; 
732.900000; 1800; 1342622; 
733.000000; 1800; 1345254; 
733.100000; 1800; 1355272; 
733.200000; 2040; 1536373; 
733.300000; 2639; 1980820; 
733.400000; 2760; 2068987; 
733.500000; 2880; 2152739; 
733.600000; 2760; 2073184; 
733.700000; 2639; 1974251; 
733.800000; 2400; 1805185; 
733.900000; 2040; 1524658; 
734.000000; 1920; 1446966; 
734.100000; 1800; 1343307; 
734.200000; 1920; 1437768; 
734.300000; 2040; 1537730; 
734.400000; 2280; 1708608; 
734.500000; 2280; 1704022; 
734.600000; 2280; 1716097; 
734.700000; 2040; 1533668; 
734.800000; 2040; 1523573; 
734.900000; 1920; 1439442; 
735.000000; 1920; 1440308; 
735.100000; 1800; 1346198; 
735.200000; 1920; 1433150; 
735.300000; 2159; 1628586; 
735.400000; 2760; 2052813; 
735.500000; 2880; 2155208; 
735.600000; 2760; 2068020; 
735.700000; 2400; 1798359; 
735.800000; 2159; 1632124; 
735.900000; 1920; 1431759; 
736.000000; 1800; 1362927; 
736.100000; 1800; 1350756; 
736.200000; 1800; 1350416; 
736.300000; 1800; 1355271; 
736.400000; 1920; 1442816; 
736.500000; 2040; 1529708; 
736.600000; 1920; 1447647; 
736.700000; 1800; 1354865; 
736.800000; 1800; 1349314; 
736.900000; 1800; 1350418; 
737.000000; 1800; 1355032; 
737.100000; 1800; 1352331; 
737.200000; 2159; 1623782; 
737.300000; 2639; 1966151; 
737.400000; 2639; 1985054; 
737.500000; 2760; 2063133; 
737.600000; 2639; 1980549; 
737.700000; 2639; 1978131; 
737.800000; 2400; 1799485; 
737.900000; 2040; 1521594; 
738.000000; 1800; 1340996; 
738.100000; 1800; 1337650; 
738.200000; 1920; 1447611; 
738.300000; 2040; 1521719; 
738.400000; 2159; 1617367; 
738.500000; 2159; 1617400; 
738.600000; 2159; 1618558; 
738.700000; 2040; 1528031; 
738.800000; 2040; 1540687; 
738.900000; 1920; 1434621; 
739.000000; 1920; 1427782; 
739.100000; 1800; 1345244; 
739.200000; 1920; 1434021; 
739.300000; 2519; 1886311; 
739.400000; 2760; 2062379; 
739.500000; 2880; 2163945; 
739.600000; 2760; 2072803; 
739.700000; 2519; 1896413; 
739.800000; 2159; 1613741; 
739.900000; 1920; 1432454; 
740.000000; 1800; 1342606; 
740.100000; 1800; 1351951; 
740.200000; 1920; 1442822; 
740.300000; 2159; 1619249; 
740.400000; 2280; 1704357; 
740.500000; 2280; 1710936; 
740.600000; 2280; 1700883; 
740.700000; 2159; 1628221; 
740.800000; 2040; 1528257; 
740.900000; 1800; 1352058; 
741.000000; 1800; 1340551; 
741.100000; 1800; 1349572; 
741.200000; 1920; 1431347; 
741.300000; 2040; 1526570; 
741.400000; 2159; 1618145; 
741.500000; 2280; 1706742; 
741.600000; 2159; 1631793; 
741.700000; 2040; 1530752; 
741.800000; 1920; 1435269; 
741.900000; 1800; 1352757; 
742.000000; 1800; 1343953; 
742.100000; 1800; 1346746; 
742.200000; 1920; 1423494; 
742.300000; 2280; 1714184; 
742.400000; 2400; 1806301; 
742.500000; 2519; 1895844; 
742.600000; 2400; 1804626; 
742.700000; 2280; 1699901; 
742.800000; 2159; 1621174; 
742.900000; 1920; 1440650; 
743.000000; 1800; 1348572; 
743.100000; 1800; 1344538; 
743.200000; 1800; 1351196; 
743.300000; 2280; 1715038; 
743.400000; 2519; 1888050; 
743.500000; 2519; 1886108; 
743.600000; 2519; 1868779; 
743.700000; 2280; 1704355; 
743.800000; 1800; 1349440; 
743.900000; 1800; 1353434; 
744.000000; 1800; 1349424; 
744.100000; 1800; 1348623; 
744.200000; 2159; 1607033; 
744.300000; 2400; 1798519; 
744.400000; 2639; 1991860; 
744.500000; 2639; 1986172; 
744.600000; 2639; 1985617; 
744.700000; 2519; 1881439; 
744.800000; 2280; 1717571; 
744.900000; 1920; 1440653; 
745.000000; 1800; 1355278; 
745.100000; 1800; 1353944; 
745.200000; 2159; 1626390; 
745.300000; 2519; 1874798; 
745.400000; 2639; 1979603; 
745.500000; 2760; 2062033; 
745.600000; 2639; 1976505; 
745.700000; 2639; 1974135; 
745.800000; 2280; 1703883; 
745.900000; 2159; 1621826; 
746.000000; 1920; 1437171; 
746.100000; 1800; 1341007; 
746.200000; 1920; 1442167; 
746.300000; 2280; 1707787; 
746.400000; 2280; 1706227; 
746.500000; 2280; 1708494; 
746.600000; 2280; 1696128; 
746.700000; 2280; 1696699; 
746.800000; 2280; 1705125; 
746.900000; 1920; 1445038; 
747.000000; 1920; 1431608; 
747.100000; 1800; 1355790; 
747.200000; 1800; 1353262; 
747.300000; 2280; 1707589; 
747.400000; 2519; 1882125; 
747.500000; 2760; 2069955; 
747.600000; 2519; 1882634; 
747.700000; 2280; 1703025; 
747.800000; 2040; 1529599; 
747.900000; 1800; 1345026; 
748.000000; 1800; 1348355; 
748.100000; 1800; 1347484; 
748.200000; 1920; 1443812; 
748.300000; 2040; 1528890; 
748.400000; 2280; 1712804; 
748.500000; 2280; 1707210; 
748.600000; 2280; 1723396; 
748.700000; 2159; 1622630; 
748.800000; 2040; 1529240; 
748.900000; 1920; 1436678; 
749.000000; 1800; 1344002; 
749.100000; 1800; 1358823; 
749.200000; 1920; 1428802; 
749.300000; 2040; 1538710; 
749.400000; 2400; 1789170; 
749.500000; 2519; 1877807; 
749.600000; 2400; 1800519; 
749.700000; 2040; 1527275; 
749.800000; 2040; 1518372; 
749.900000; 1920; 1437209; 
750.000000; 1920; 1437700; 
750.100000; 1800; 1358974; 
750.200000; 1920; 1439469; 
750.300000; 1920; 1433152; 
750.400000; 2040; 1535828; 
750.500000; 2159; 1614361; 
750.600000; 2040; 1541079; 
750.700000; 1920; 1430191; 
750.800000; 1920; 1435426; 
750.900000; 1800; 1346027; 
751.000000; 1800; 1348131; 
751.100000; 1800; 1340632; 
751.200000; 1920; 1435019; 
751.300000; 2519; 1895517; 
751.400000; 2519; 1886075; 
751.500000; 2519; 1886795; 
751.600000; 2519; 1871814; 
751.700000; 2519; 1889060; 
751.800000; 2040; 1517961; 
751.900000; 1920; 1440940; 
752.000000; 1800; 1337577; 
752.100000; 1800; 1347279; 
752.200000; 1800; 1348773; 
752.300000; 1920; 1450988; 
752.400000; 2159; 1620162; 
752.500000; 2280; 1716745; 
752.600000; 2159; 1613970; 
752.700000; 1920; 1442550; 
752.800000; 1800; 1344251; 
752.900000; 1800; 1344964; 
753.000000; 1800; 1335740; 
753.100000; 1800; 1343943; 
753.200000; 2040; 1524639; 
753.300000; 2400; 1807457; 
753.400000; 2639; 1970864; 
753.500000; 2639; 1978373; 
753.600000; 2639; 1970029; 
753.700000; 2519; 1902598; 
753.800000; 2159; 1618607; 
753.900000; 2040; 1526480; 
754.000000; 1800; 1344808; 
754.100000; 1800; 1339323; 
754.200000; 1920; 1439788; 
754.300000; 2159; 1620169; 
754.400000; 2639; 1979393; 
754.500000; 2639; 1960987; 
754.600000; 2639; 1977428; 
754.700000; 2400; 1801224; 
754.800000; 2040; 1523487; 
754.900000; 1800; 1351254; 
755.000000; 1800; 1354670; 
755.100000; 1800; 1343934; 
755.200000; 2040; 1530209; 
755.300000; 2400; 1809470; 
755.400000; 2880; 2151363; 
755.500000; 3000; 2244395; 
755.600000; 2880; 2153696; 
755.700000; 2639; 1989530; 
755.800000; 2159; 1609125; 
755.900000; 2040; 1526336; 
756.000000; 1920; 1431084; 
756.100000; 1800; 1355313; 
756.200000; 1920; 1441360; 
756.300000; 2639; 1981426; 
756.400000; 2760; 2067288; 
756.500000; 2760; 2070415; 
756.600000; 2760; 2058846; 
756.700000; 2639; 1991603; 
756.800000; 2280; 1694587; 
756.900000; 1920; 1443324; 
757.000000; 1920; 1439139; 
757.100000; 1800; 1355516; 
757.200000; 1920; 1430532; 
757.300000; 2280; 1695363; 
757.400000; 2280; 1706220; 
757.500000; 2519; 1886119; 
757.600000; 2280; 1722023; 
757.700000; 2280; 1713283; 
757.800000; 2040; 1532070; 
757.900000; 1800; 1350845; 
758.000000; 1800; 1352168; 
758.100000; 1800; 1343949; 
758.200000; 2040; 1536375; 
758.300000; 2280; 1702575; 
758.400000; 2280; 1711874; 
758.500000; 2280; 1715402; 
758.600000; 2280; 1700655; 
758.700000; 2280; 1710171; 
758.800000; 2159; 1629830; 
758.900000; 2040; 1535154; 
759.000000; 1800; 1344322; 
759.100000; 1800; 1352101; 
759.200000; 1920; 1440073; 
759.300000; 2280; 1707662; 
759.400000; 2760; 2061512; 
759.500000; 2760; 2080513; 
759.600000; 2760; 2067192; 
759.700000; 2400; 1802937; 
759.800000; 2280; 1710996; 
759.900000; 1920; 1438590; 
760.000000; 1800; 1351653; 
760.100000; 1800; 1343609; 
760.200000; 2040; 1523407; 
760.300000; 2280; 1707484; 
760.400000; 2639; 1987618; 
760.500000; 2639; 1981544; 
760.600000; 2639; 1978434; 
760.700000; 2400; 1792138; 
760.800000; 2159; 1609931; 
760.900000; 1920; 1424833; 
761.000000; 1800; 1366390; 
761.100000; 1800; 1344840; 
761.200000; 1800; 1358668; 
761.300000; 2040; 1534195; 
761.400000; 2280; 1715814; 
761.500000; 2280; 1692477; 
761.600000; 2280; 1714203; 
761.700000; 2040; 1529229; 
761.800000; 2040; 1529281; 
761.900000; 1800; 1365731; 
762.000000; 1800; 1351577; 
762.100000; 1800; 1354522; 
762.200000; 1920; 1437336; 
762.300000; 2400; 1795025; 
762.400000; 2400; 1807418; 
762.500000; 2400; 1802796; 
762.600000; 2400; 1789670; 
762.700000; 2400; 1779182; 
762.800000; 2040; 1524208; 
762.900000; 1920; 1438425; 
763.000000; 1920; 1444102; 
763.100000; 1800; 1347091; 
763.200000; 2040; 1534200; 
763.300000; 2519; 1890369; 
763.400000; 3000; 2234393; 
763.500000; 3000; 2242861; 
763.600000; 3000; 2256730; 
763.700000; 2639; 1971536; 
763.800000; 2159; 1625786; 
763.900000; 1920; 1449544; 
764.000000; 1920; 1439368; 
764.100000; 1800; 1349696; 
764.200000; 2040; 1523535; 
764.300000; 2400; 1798582; 
764.400000; 2760; 2054019; 
764.500000; 2880; 2164364; 
764.600000; 2760; 2073890; 
764.700000; 2519; 1883975; 
764.800000; 2040; 1527109; 
764.900000; 2040; 1528574; 
765.000000; 2040; 1535214; 
765.100000; 1800; 1344154; 
765.200000; 1920; 1435315; 
765.300000; 2040; 1541254; 
765.400000; 2040; 1542393; 
765.500000; 2159; 1611178; 
765.600000; 2040; 1533466; 
765.700000; 2040; 1524434; 
765.800000; 2040; 1524207; 
765.900000; 1920; 1437346; 
766.000000; 1800; 1352076; 
766.100000; 1800; 1358949; 
766.200000; 2280; 1724524; 
766.300000; 2519; 1894523; 
766.400000; 2639; 1982252; 
766.500000; 2760; 2071663; 
766.600000; 2639; 1986098; 
766.700000; 2639; 1978343; 
766.800000; 2280; 1711269; 
766.900000; 2159; 1615317; 
767.000000; 1800; 1349071; 
767.100000; 1800; 1357042; 
767.200000; 2040; 1530015; 
767.300000; 2040; 1548735; 
767.400000; 2880; 2156562; 
767.500000; 3000; 2247835; 
767.600000; 3000; 2257325; 
767.700000; 2519; 1894814; 
767.800000; 2040; 1533854; 
767.900000; 1920; 1439122; 
768.000000; 1800; 1345000; 
768.100000; 1800; 1341243; 
768.200000; 1920; 1439373; 
768.300000; 2280; 1707585; 
768.400000; 2519; 1893550; 
768.500000; 2639; 1968405; 
768.600000; 2519; 1892689; 
768.700000; 2280; 1708652; 
768.800000; 2040; 1524630; 
768.900000; 1920; 1423266; 
769.000000; 1800; 1356746; 
769.100000; 1800; 1357473; 
769.200000; 1800; 1341323; 
769.300000; 2280; 1703942; 
769.400000; 2519; 1897050; 
769.500000; 2519; 1893585; 
769.600000; 2519; 1894744; 
769.700000; 2400; 1799141; 
769.800000; 1920; 1447342; 
769.900000; 1800; 1347634; 
770.000000; 1800; 1349577; 
770.100000; 1800; 1347589; 
770.200000; 1920; 1450446; 
770.300000; 2280; 1715416; 
770.400000; 2519; 1885205; 
770.500000; 2639; 1981648; 
770.600000; 2519; 1907182; 
770.700000; 2280; 1715422; 
770.800000; 2159; 1611339; 
770.900000; 1920; 1432703; 
771.000000; 1800; 1353612; 
771.100000; 1800; 1347219; 
771.200000; 2040; 1524671; 
771.300000; 2040; 1524423; 
771.400000; 2280; 1701261; 
771.500000; 2519; 1896095; 
771.600000; 2280; 1721703; 
771.700000; 2040; 1530973; 
771.800000; 2040; 1521965; 
771.900000; 2040; 1545916; 
772.000000; 1920; 1432217; 
772.100000; 1800; 1344574; 
772.200000; 1920; 1445059; 
772.300000; 2159; 1611020; 
772.400000; 2400; 1796500; 
772.500000; 2400; 1801470; 
772.600000; 2400; 1790325; 
772.700000; 2280; 1715576; 
772.800000; 2040; 1534628; 
772.900000; 1800; 1351260; 
773.000000; 1800; 1349315; 
773.100000; 1800; 1345990; 
773.200000; 2159; 1616241; 
773.300000; 2639; 1985104; 
773.400000; 3000; 2242570; 
773.500000; 3000; 2255188; 
773.600000; 3000; 2256325; 
773.700000; 2880; 2157792; 
773.800000; 2280; 1704357; 
773.900000; 2040; 1531388; 
774.000000; 1800; 1345939; 
774.100000; 1800; 1357420; 
774.200000; 1920; 1441317; 
774.300000; 2040; 1527063; 
774.400000; 2519; 1888784; 
774.500000; 2519; 1886502; 
774.600000; 2519; 1882753; 
774.700000; 2159; 1621534; 
774.800000; 2040; 1528926; 
774.900000; 1920; 1437233; 
775.000000; 1800; 1350025; 
775.100000; 1800; 1348341; 
775.200000; 1920; 1431557; 
775.300000; 2159; 1628073; 
775.400000; 2400; 1797415; 
775.500000; 2400; 1805425; 
775.600000; 2400; 1787603; 
775.700000; 2159; 1616171; 
775.800000; 2040; 1534423; 
775.900000; 1920; 1433264; 
776.000000; 1920; 1433684; 
776.100000; 1800; 1342597; 
776.200000; 2040; 1526520; 
776.300000; 2159; 1613198; 
776.400000; 2280; 1706062; 
776.500000; 2280; 1698208; 
776.600000; 2280; 1708253; 
776.700000; 2159; 1614490; 
776.800000; 2040; 1523775; 
776.900000; 2040; 1537481; 
777.000000; 1800; 1352725; 
777.100000; 1800; 1347662; 
777.200000; 1800; 1345626; 
777.300000; 2159; 1615158; 
777.400000; 2400; 1800746; 
777.500000; 2400; 1802267; 
777.600000; 2400; 1806020; 
777.700000; 2280; 1721559; 
777.800000; 1800; 1357144; 
777.900000; 1800; 1340051; 
778.000000; 1800; 1353429; 
778.100000; 1800; 1337603; 
778.200000; 2040; 1531868; 
778.300000; 2280; 1709890; 
778.400000; 2639; 1969213; 
778.500000; 2639; 1980437; 
778.600000; 2639; 1982217; 
778.700000; 2280; 1708651; 
778.800000; 2159; 1612412; 
778.900000; 2040; 1527852; 
779.000000; 1800; 1336819; 
779.100000; 1800; 1362966; 
779.200000; 1800; 1357267; 
779.300000; 2400; 1796324; 
779.400000; 2639; 1978113; 
779.500000; 2639; 1965211; 
779.600000; 2639; 1967010; 
779.700000; 2400; 1785182; 
779.800000; 2040; 1526333; 
779.900000; 1800; 1338055; 
780.000000; 1800; 1346068; 
780.100000; 1800; 1359516; 
780.200000; 2159; 1608833; 
780.300000; 2519; 1890822; 
780.400000; 2519; 1880744; 
780.500000; 2519; 1895673; 
780.600000; 2519; 1881175; 
780.700000; 2519; 1886331; 
780.800000; 2159; 1613478; 
780.900000; 2040; 1532240; 
781.000000; 1920; 1438660; 
781.100000; 1800; 1345183; 
781.200000; 1920; 1442541; 
781.300000; 2159; 1619135; 
781.400000; 2400; 1816469; 
781.500000; 2519; 1895770; 
781.600000; 2400; 1811165; 
781.700000; 2159; 1615909; 
781.800000; 1920; 1435361; 
781.900000; 1920; 1422265; 
782.000000; 1920; 1427168; 
782.100000; 1800; 1355990; 
782.200000; 1920; 1439564; 
782.300000; 2040; 1529463; 
782.400000; 2159; 1613235; 
782.500000; 2159; 1624575; 
782.600000; 2159; 1624706; 
782.700000; 2040; 1515922; 
782.800000; 1920; 1438784; 
782.900000; 1920; 1441015; 
783.000000; 1800; 1355634; 
783.100000; 1800; 1349947; 
783.200000; 1800; 1359346; 
783.300000; 2159; 1611394; 
783.400000; 2280; 1699409; 
783.500000; 2400; 1790025; 
783.600000; 2400; 1803680; 
783.700000; 2280; 1708806; 
783.800000; 2040; 1526767; 
783.900000; 1800; 1345562; 
784.000000; 1800; 1360032; 
784.100000; 1800; 1352255; 
784.200000; 2159; 1618843; 
784.300000; 2400; 1808759; 
784.400000; 3000; 2241585; 
784.500000; 3000; 2240458; 
784.600000; 3000; 2246194; 
784.700000; 2880; 2155567; 
784.800000; 2400; 1801739; 
784.900000; 2040; 1519815; 
785.000000; 1800; 1347069; 
785.100000; 1800; 1356958; 
785.200000; 1800; 1349123; 
785.300000; 2040; 1528815; 
785.400000; 2159; 1626515; 
785.500000; 2280; 1713074; 
785.600000; 2159; 1603748; 
785.700000; 2040; 1532707; 
785.800000; 2040; 1528121; 
785.900000; 1800; 1348910; 
786.000000; 1800; 1332097; 
786.100000; 1800; 1349716; 
786.200000; 2040; 1516561; 
786.300000; 2280; 1716928; 
786.400000; 2639; 1980994; 
786.500000; 2760; 2077523; 
786.600000; 2639; 1980283; 
786.700000; 2400; 1799836; 
786.800000; 2159; 1619519; 
786.900000; 2040; 1542474; 
787.000000; 1920; 1442875; 
787.100000; 1800; 1352867; 
787.200000; 2040; 1529770; 
787.300000; 2280; 1708543; 
787.400000; 2400; 1807269; 
787.500000; 2400; 1803070; 
787.600000; 2400; 1805084; 
787.700000; 2280; 1706984; 
787.800000; 2159; 1613968; 
787.900000; 2040; 1528465; 
788.000000; 1800; 1336902; 
788.100000; 1800; 1356380; 
788.200000; 1920; 1441993; 
788.300000; 2280; 1708419; 
788.400000; 2639; 1974627; 
788.500000; 2639; 1958035; 
788.600000; 2639; 1985982; 
788.700000; 2400; 1795794; 
788.800000; 1920; 1448048; 
788.900000; 1920; 1447830; 
789.000000; 1800; 1339108; 
789.100000; 1800; 1355331; 
789.200000; 1920; 1434665; 
789.300000; 2880; 2160855; 
789.400000; 2880; 2153272; 
789.500000; 2880; 2158863; 
789.600000; 2880; 2158141; 
789.700000; 2880; 2148269; 
789.800000; 2519; 1892788; 
789.900000; 1920; 1429934; 
790.000000; 1800; 1351450; 
790.100000; 1800; 1347879; 
790.200000; 2280; 1717173; 
790.300000; 2400; 1801288; 
790.400000; 2519; 1884803; 
790.500000; 2639; 1981273; 
790.600000; 2519; 1899967; 
790.700000; 2400; 1796433; 
790.800000; 2280; 1718045; 
790.900000; 2040; 1536563; 
791.000000; 1920; 1446843; 
791.100000; 1800; 1357322; 
791.200000; 1800; 1344558; 
791.300000; 2280; 1701549; 
791.400000; 2400; 1810892; 
791.500000; 2639; 1984652; 
791.600000; 2400; 1805273; 
791.700000; 2400; 1798121; 
791.800000; 2159; 1611863; 
791.900000; 1800; 1345774; 
