Time Scale; Number of Packets; Total data (kb); 
394.200000; 1800; 1343430; 
394.300000; 1920; 1423727; 
394.400000; 2159; 1618238; 
394.500000; 2159; 1629547; 
394.600000; 2159; 1621402; 
394.700000; 2040; 1526380; 
394.800000; 1920; 1433872; 
394.900000; 1800; 1363510; 
395.000000; 1800; 1353758; 
395.100000; 1800; 1357510; 
395.200000; 2040; 1548486; 
395.300000; 2159; 1620539; 
395.400000; 2400; 1801611; 
395.500000; 2519; 1888113; 
395.600000; 2400; 1794998; 
395.700000; 2280; 1702028; 
395.800000; 2159; 1622871; 
395.900000; 2040; 1523152; 
396.000000; 1800; 1354096; 
396.100000; 1800; 1343714; 
396.200000; 2040; 1535682; 
396.300000; 2400; 1801023; 
396.400000; 2760; 2065797; 
396.500000; 3000; 2231493; 
396.600000; 2760; 2062622; 
396.700000; 2400; 1801017; 
396.800000; 2400; 1797937; 
396.900000; 1920; 1428794; 
397.000000; 1800; 1338159; 
397.100000; 1800; 1356461; 
397.200000; 1800; 1352118; 
397.300000; 2159; 1613164; 
397.400000; 3000; 2243712; 
397.500000; 3000; 2268704; 
397.600000; 3000; 2230918; 
397.700000; 2400; 1794151; 
397.800000; 1920; 1448020; 
397.900000; 1800; 1351004; 
398.000000; 1800; 1349179; 
398.100000; 1800; 1353605; 
398.200000; 1800; 1357341; 
398.300000; 2280; 1712272; 
398.400000; 2400; 1811700; 
398.500000; 2400; 1808991; 
398.600000; 2400; 1791669; 
398.700000; 2280; 1694115; 
398.800000; 1920; 1436756; 
398.900000; 1800; 1343033; 
399.000000; 1800; 1348221; 
399.100000; 1800; 1341953; 
399.200000; 1920; 1447329; 
399.300000; 2040; 1538696; 
399.400000; 2519; 1878890; 
399.500000; 2519; 1888737; 
399.600000; 2519; 1900654; 
399.700000; 2040; 1528006; 
399.800000; 2040; 1542434; 
399.900000; 1800; 1347507; 
400.000000; 1800; 1342011; 
400.100000; 1800; 1349707; 
400.200000; 2159; 1611923; 
400.300000; 2280; 1707084; 
400.400000; 3000; 2236266; 
400.500000; 3000; 2244955; 
400.600000; 3000; 2253765; 
400.700000; 2400; 1789623; 
400.800000; 2159; 1618904; 
400.900000; 2040; 1522880; 
401.000000; 1800; 1346854; 
401.100000; 1800; 1350679; 
401.200000; 1800; 1346306; 
401.300000; 1800; 1346388; 
401.400000; 2159; 1615913; 
401.500000; 2159; 1623900; 
401.600000; 2159; 1615308; 
401.700000; 1800; 1343469; 
401.800000; 1800; 1361728; 
401.900000; 1800; 1347697; 
402.000000; 1800; 1351817; 
402.100000; 1800; 1357765; 
402.200000; 1920; 1445086; 
402.300000; 2280; 1706205; 
402.400000; 2639; 1982733; 
402.500000; 2639; 1985305; 
402.600000; 2639; 1980512; 
402.700000; 2280; 1699827; 
402.800000; 1920; 1431313; 
402.900000; 1800; 1353020; 
403.000000; 1800; 1357637; 
403.100000; 1800; 1339546; 
403.200000; 1920; 1449957; 
403.300000; 2400; 1804792; 
403.400000; 2639; 1975832; 
403.500000; 2639; 1983362; 
403.600000; 2639; 1982747; 
403.700000; 2639; 1961423; 
403.800000; 2280; 1698030; 
403.900000; 1920; 1437730; 
404.000000; 1800; 1363758; 
404.100000; 1800; 1347215; 
404.200000; 1920; 1436523; 
404.300000; 2400; 1784945; 
404.400000; 2639; 1990483; 
404.500000; 2639; 1977879; 
404.600000; 2639; 1979653; 
404.700000; 2400; 1793190; 
404.800000; 2040; 1523746; 
404.900000; 1920; 1440287; 
405.000000; 1800; 1350779; 
405.100000; 1800; 1360871; 
405.200000; 1920; 1437651; 
405.300000; 2040; 1527455; 
405.400000; 2159; 1620519; 
405.500000; 2519; 1887001; 
405.600000; 2280; 1708954; 
405.700000; 2040; 1529107; 
405.800000; 2040; 1529083; 
405.900000; 1920; 1442098; 
406.000000; 1800; 1342296; 
406.100000; 1800; 1353796; 
406.200000; 2159; 1623711; 
406.300000; 2760; 2066893; 
406.400000; 2760; 2066719; 
406.500000; 2880; 2151075; 
406.600000; 2760; 2064341; 
406.700000; 2760; 2077751; 
406.800000; 2400; 1796706; 
406.900000; 1920; 1439191; 
407.000000; 1800; 1346211; 
407.100000; 1800; 1350955; 
407.200000; 1920; 1440239; 
407.300000; 1920; 1430978; 
407.400000; 2159; 1618346; 
407.500000; 2159; 1614843; 
407.600000; 2159; 1613727; 
407.700000; 1920; 1432168; 
407.800000; 1920; 1440198; 
407.900000; 1800; 1356624; 
408.000000; 1800; 1359615; 
408.100000; 1800; 1344213; 
408.200000; 2159; 1607537; 
408.300000; 2400; 1800179; 
408.400000; 2400; 1810784; 
408.500000; 2760; 2057577; 
408.600000; 2400; 1796809; 
408.700000; 2400; 1796829; 
408.800000; 2280; 1713837; 
408.900000; 2040; 1542831; 
409.000000; 1920; 1444566; 
409.100000; 1800; 1351198; 
409.200000; 1800; 1339491; 
409.300000; 2040; 1525179; 
409.400000; 2159; 1612715; 
409.500000; 2159; 1615766; 
409.600000; 2159; 1620782; 
409.700000; 2040; 1529044; 
409.800000; 1920; 1438171; 
409.900000; 1800; 1350910; 
410.000000; 1800; 1345542; 
410.100000; 1800; 1361449; 
410.200000; 1800; 1340462; 
410.300000; 2159; 1628927; 
410.400000; 2400; 1784293; 
410.500000; 2519; 1887752; 
410.600000; 2400; 1796962; 
410.700000; 2159; 1623369; 
410.800000; 1800; 1342728; 
410.900000; 1800; 1353922; 
411.000000; 1800; 1360651; 
411.100000; 1800; 1352682; 
411.200000; 1920; 1424927; 
411.300000; 2400; 1799249; 
411.400000; 2519; 1882794; 
411.500000; 2639; 1994957; 
411.600000; 2519; 1888637; 
411.700000; 2400; 1797291; 
411.800000; 2159; 1599750; 
411.900000; 1800; 1336514; 
412.000000; 1800; 1351337; 
412.100000; 1800; 1355609; 
412.200000; 1920; 1440922; 
412.300000; 2280; 1706244; 
412.400000; 2280; 1710789; 
412.500000; 2400; 1791321; 
412.600000; 2280; 1704647; 
412.700000; 2280; 1707368; 
412.800000; 1920; 1445718; 
412.900000; 1920; 1436908; 
413.000000; 1800; 1346291; 
413.100000; 1800; 1340269; 
413.200000; 1920; 1445475; 
413.300000; 2519; 1899326; 
413.400000; 2880; 2162845; 
413.500000; 2880; 2151854; 
413.600000; 2880; 2139380; 
413.700000; 2519; 1872235; 
413.800000; 2280; 1699922; 
413.900000; 1920; 1452418; 
414.000000; 1800; 1352203; 
414.100000; 1800; 1342902; 
414.200000; 1800; 1340098; 
414.300000; 2040; 1535905; 
414.400000; 2040; 1508923; 
414.500000; 2040; 1530548; 
414.600000; 2040; 1531806; 
414.700000; 2040; 1525477; 
414.800000; 1920; 1444727; 
414.900000; 1800; 1353717; 
415.000000; 1800; 1357410; 
415.100000; 1800; 1358767; 
415.200000; 1920; 1445872; 
415.300000; 2159; 1617297; 
415.400000; 2280; 1702795; 
415.500000; 2280; 1715638; 
415.600000; 2280; 1717165; 
415.700000; 2159; 1622880; 
415.800000; 1920; 1446063; 
415.900000; 1800; 1346042; 
416.000000; 1800; 1342692; 
416.100000; 1800; 1349746; 
416.200000; 1800; 1357308; 
416.300000; 2159; 1615182; 
416.400000; 2519; 1877342; 
416.500000; 2639; 1985482; 
416.600000; 2519; 1887304; 
416.700000; 2159; 1628447; 
416.800000; 1920; 1429659; 
416.900000; 1800; 1367031; 
417.000000; 1800; 1348911; 
417.100000; 1800; 1349230; 
417.200000; 1920; 1443745; 
417.300000; 2280; 1712474; 
417.400000; 2400; 1797653; 
417.500000; 2519; 1892876; 
417.600000; 2400; 1802816; 
417.700000; 2280; 1711709; 
417.800000; 2040; 1523855; 
417.900000; 1920; 1437796; 
418.000000; 1800; 1348481; 
418.100000; 1800; 1359092; 
418.200000; 2040; 1531249; 
418.300000; 2159; 1612463; 
418.400000; 2400; 1792822; 
418.500000; 2519; 1878745; 
418.600000; 2519; 1881526; 
418.700000; 2159; 1618201; 
418.800000; 2159; 1621607; 
418.900000; 1800; 1343803; 
419.000000; 1800; 1345158; 
419.100000; 1800; 1357112; 
419.200000; 1920; 1445686; 
419.300000; 2040; 1537249; 
419.400000; 2280; 1714950; 
419.500000; 2280; 1712283; 
419.600000; 2280; 1711808; 
419.700000; 2040; 1524298; 
419.800000; 1920; 1448212; 
419.900000; 1920; 1448891; 
420.000000; 1920; 1441236; 
420.100000; 1800; 1344189; 
420.200000; 1920; 1457223; 
420.300000; 1920; 1435774; 
420.400000; 2159; 1631458; 
420.500000; 2159; 1613976; 
420.600000; 2159; 1613915; 
420.700000; 2040; 1536723; 
420.800000; 1920; 1454115; 
420.900000; 1800; 1348261; 
421.000000; 1800; 1337703; 
421.100000; 1800; 1346770; 
421.200000; 1920; 1446249; 
421.300000; 2159; 1629729; 
421.400000; 2280; 1703126; 
421.500000; 2280; 1719404; 
421.600000; 2280; 1705792; 
421.700000; 2159; 1620946; 
421.800000; 2040; 1537926; 
421.900000; 1920; 1448936; 
422.000000; 1800; 1349277; 
422.100000; 1800; 1354357; 
422.200000; 1920; 1438738; 
422.300000; 2400; 1808984; 
422.400000; 2519; 1887947; 
422.500000; 2639; 1984078; 
422.600000; 2519; 1896653; 
422.700000; 2400; 1807912; 
422.800000; 2040; 1529467; 
422.900000; 1920; 1442600; 
423.000000; 1800; 1355721; 
423.100000; 1800; 1347704; 
423.200000; 1920; 1436346; 
423.300000; 2280; 1708360; 
423.400000; 2400; 1793843; 
423.500000; 2519; 1891141; 
423.600000; 2519; 1894929; 
423.700000; 2280; 1701428; 
423.800000; 2040; 1517491; 
423.900000; 1920; 1435601; 
424.000000; 1800; 1351160; 
424.100000; 1800; 1345960; 
424.200000; 2040; 1532455; 
424.300000; 2639; 1988519; 
424.400000; 3000; 2245331; 
424.500000; 3000; 2237257; 
424.600000; 3000; 2256796; 
424.700000; 2639; 1980427; 
424.800000; 2280; 1704810; 
424.900000; 2040; 1523343; 
425.000000; 1800; 1340475; 
425.100000; 1800; 1345782; 
425.200000; 1800; 1348944; 
425.300000; 2280; 1722456; 
425.400000; 2280; 1720511; 
425.500000; 2280; 1707352; 
425.600000; 2280; 1699639; 
425.700000; 2280; 1709609; 
425.800000; 1920; 1434178; 
425.900000; 1800; 1358081; 
426.000000; 1800; 1352758; 
426.100000; 1800; 1339509; 
426.200000; 1800; 1347765; 
426.300000; 2280; 1721956; 
426.400000; 2639; 1980470; 
426.500000; 2639; 1983823; 
426.600000; 2639; 1977407; 
426.700000; 2280; 1703297; 
426.800000; 1920; 1426693; 
426.900000; 1800; 1344661; 
427.000000; 1800; 1345522; 
427.100000; 1800; 1348839; 
427.200000; 1800; 1350228; 
427.300000; 2159; 1622970; 
427.400000; 2400; 1796531; 
427.500000; 2519; 1885741; 
427.600000; 2400; 1798384; 
427.700000; 2280; 1701713; 
427.800000; 2040; 1526073; 
427.900000; 1800; 1347605; 
428.000000; 1800; 1356430; 
428.100000; 1800; 1347186; 
428.200000; 1920; 1445650; 
428.300000; 2280; 1727083; 
428.400000; 2280; 1701010; 
428.500000; 2280; 1711710; 
428.600000; 2280; 1695421; 
428.700000; 2280; 1713131; 
428.800000; 2159; 1613751; 
428.900000; 1920; 1444203; 
429.000000; 1800; 1347538; 
429.100000; 1800; 1341342; 
429.200000; 1800; 1365585; 
429.300000; 1920; 1438702; 
429.400000; 2159; 1613369; 
429.500000; 2400; 1791567; 
429.600000; 2159; 1611830; 
429.700000; 1920; 1449361; 
429.800000; 1800; 1351113; 
429.900000; 1800; 1352391; 
430.000000; 1800; 1345703; 
430.100000; 1800; 1347795; 
430.200000; 1920; 1434282; 
430.300000; 2280; 1715405; 
430.400000; 2639; 1992357; 
430.500000; 2639; 1986196; 
430.600000; 2639; 1988074; 
430.700000; 2280; 1705070; 
430.800000; 2280; 1701823; 
430.900000; 1920; 1433326; 
431.000000; 1800; 1356945; 
431.100000; 1800; 1361441; 
431.200000; 1920; 1440214; 
431.300000; 2040; 1528211; 
431.400000; 2040; 1546166; 
431.500000; 2040; 1528832; 
431.600000; 2040; 1533414; 
431.700000; 2040; 1522987; 
431.800000; 1920; 1427508; 
431.900000; 1920; 1438769; 
432.000000; 1800; 1350914; 
432.100000; 1800; 1362213; 
432.200000; 1920; 1446600; 
432.300000; 2159; 1617630; 
432.400000; 2519; 1885574; 
432.500000; 2639; 1970307; 
432.600000; 2519; 1898049; 
432.700000; 2159; 1612772; 
432.800000; 1920; 1442373; 
432.900000; 1920; 1455937; 
433.000000; 1800; 1338351; 
433.100000; 1800; 1343229; 
433.200000; 1920; 1431320; 
433.300000; 2280; 1716995; 
433.400000; 2760; 2070543; 
433.500000; 2880; 2144316; 
433.600000; 2760; 2074996; 
433.700000; 2280; 1710632; 
433.800000; 1920; 1438043; 
433.900000; 1800; 1341887; 
434.000000; 1800; 1339794; 
434.100000; 1800; 1350138; 
434.200000; 1800; 1356344; 
434.300000; 2159; 1620107; 
434.400000; 2519; 1878116; 
434.500000; 2519; 1880006; 
434.600000; 2519; 1886493; 
434.700000; 2159; 1621099; 
434.800000; 1920; 1437935; 
434.900000; 1800; 1359446; 
435.000000; 1800; 1349143; 
435.100000; 1800; 1363014; 
435.200000; 1800; 1342261; 
435.300000; 2040; 1535716; 
435.400000; 2159; 1626211; 
435.500000; 2159; 1609193; 
435.600000; 2159; 1616288; 
435.700000; 2040; 1528508; 
435.800000; 1800; 1352791; 
435.900000; 1800; 1362639; 
436.000000; 1800; 1350399; 
436.100000; 1800; 1343118; 
436.200000; 1920; 1447429; 
436.300000; 2159; 1614350; 
436.400000; 2280; 1716118; 
436.500000; 2280; 1706040; 
436.600000; 2280; 1712609; 
436.700000; 2159; 1615034; 
436.800000; 2040; 1523424; 
436.900000; 1800; 1349837; 
437.000000; 1800; 1344764; 
437.100000; 1800; 1362858; 
437.200000; 1920; 1436614; 
437.300000; 2400; 1792499; 
437.400000; 2639; 1975442; 
437.500000; 2639; 1964423; 
437.600000; 2639; 1986398; 
437.700000; 2400; 1796089; 
437.800000; 2280; 1712708; 
437.900000; 1800; 1337031; 
438.000000; 1800; 1352547; 
438.100000; 1800; 1355688; 
438.200000; 2040; 1536861; 
438.300000; 2280; 1709375; 
438.400000; 2880; 2146195; 
438.500000; 2880; 2146023; 
438.600000; 2880; 2150091; 
438.700000; 2280; 1699298; 
438.800000; 2159; 1622903; 
438.900000; 1920; 1430004; 
439.000000; 1800; 1349340; 
439.100000; 1800; 1344272; 
439.200000; 2040; 1527672; 
439.300000; 2400; 1798268; 
439.400000; 2519; 1893412; 
439.500000; 2639; 1989121; 
439.600000; 2519; 1888309; 
439.700000; 2400; 1800173; 
439.800000; 2159; 1612030; 
439.900000; 2040; 1531826; 
440.000000; 1800; 1357393; 
440.100000; 1800; 1343826; 
440.200000; 1920; 1431327; 
440.300000; 2040; 1529149; 
440.400000; 2040; 1517498; 
440.500000; 2040; 1528882; 
440.600000; 2040; 1519285; 
440.700000; 2040; 1529926; 
440.800000; 1920; 1441670; 
440.900000; 1800; 1349009; 
441.000000; 1800; 1353812; 
441.100000; 1800; 1342237; 
441.200000; 2159; 1612539; 
441.300000; 2400; 1805528; 
441.400000; 2400; 1789155; 
441.500000; 2519; 1891732; 
441.600000; 2400; 1799109; 
441.700000; 2400; 1797258; 
441.800000; 2159; 1625012; 
441.900000; 2040; 1519607; 
442.000000; 1800; 1346307; 
442.100000; 1800; 1346872; 
442.200000; 2040; 1541810; 
442.300000; 2519; 1871578; 
442.400000; 3000; 2237843; 
442.500000; 3000; 2254028; 
442.600000; 3000; 2234872; 
442.700000; 2760; 2078544; 
442.800000; 2280; 1700886; 
442.900000; 2040; 1533570; 
443.000000; 1800; 1357656; 
443.100000; 1800; 1343007; 
443.200000; 2159; 1614468; 
443.300000; 2280; 1716089; 
443.400000; 2400; 1792608; 
443.500000; 2400; 1783676; 
443.600000; 2400; 1783310; 
443.700000; 2280; 1712578; 
443.800000; 2280; 1706562; 
443.900000; 2159; 1627726; 
444.000000; 1800; 1348460; 
444.100000; 1800; 1351572; 
444.200000; 1920; 1442738; 
444.300000; 2400; 1798773; 
444.400000; 2400; 1799556; 
444.500000; 2519; 1883270; 
444.600000; 2400; 1800172; 
444.700000; 2400; 1798589; 
444.800000; 1920; 1435878; 
444.900000; 1800; 1336208; 
445.000000; 1800; 1356774; 
445.100000; 1800; 1353828; 
445.200000; 1920; 1430706; 
445.300000; 2280; 1706246; 
445.400000; 2400; 1789947; 
445.500000; 2639; 1985280; 
445.600000; 2400; 1797922; 
445.700000; 2400; 1795941; 
445.800000; 2040; 1523266; 
445.900000; 1800; 1346069; 
446.000000; 1800; 1347262; 
446.100000; 1800; 1354976; 
446.200000; 1920; 1444122; 
446.300000; 2280; 1711031; 
446.400000; 2760; 2057190; 
446.500000; 2760; 2066592; 
446.600000; 2760; 2074648; 
446.700000; 2519; 1893633; 
446.800000; 2040; 1530457; 
446.900000; 1920; 1428634; 
447.000000; 1920; 1436323; 
447.100000; 1800; 1350549; 
447.200000; 1800; 1346343; 
447.300000; 2639; 1969632; 
447.400000; 3000; 2244145; 
447.500000; 3000; 2255358; 
447.600000; 3000; 2248268; 
447.700000; 2639; 1984208; 
447.800000; 2159; 1626999; 
447.900000; 1800; 1353531; 
448.000000; 1800; 1352100; 
448.100000; 1800; 1349819; 
448.200000; 1920; 1438631; 
448.300000; 2159; 1611060; 
448.400000; 2519; 1887933; 
448.500000; 2519; 1883035; 
448.600000; 2519; 1886636; 
448.700000; 2159; 1613551; 
448.800000; 1920; 1439520; 
448.900000; 1920; 1434018; 
449.000000; 1800; 1349373; 
449.100000; 1800; 1351718; 
449.200000; 2040; 1533393; 
449.300000; 2639; 1970191; 
449.400000; 3000; 2265658; 
449.500000; 3000; 2264347; 
449.600000; 3000; 2267255; 
449.700000; 2639; 1975848; 
449.800000; 2639; 1982927; 
449.900000; 2040; 1530743; 
450.000000; 1800; 1335875; 
450.100000; 1800; 1344956; 
450.200000; 1920; 1446162; 
450.300000; 2519; 1878949; 
450.400000; 2760; 2070892; 
450.500000; 3000; 2249799; 
450.600000; 2760; 2061356; 
450.700000; 2519; 1886115; 
450.800000; 2280; 1707519; 
450.900000; 1920; 1447359; 
451.000000; 1800; 1352247; 
451.100000; 1800; 1354393; 
451.200000; 1920; 1440986; 
451.300000; 2159; 1632867; 
451.400000; 2639; 1978855; 
451.500000; 2760; 2073043; 
451.600000; 2639; 1981643; 
451.700000; 2280; 1703570; 
451.800000; 2159; 1615489; 
451.900000; 1920; 1442184; 
452.000000; 1800; 1340712; 
452.100000; 1800; 1360495; 
452.200000; 1920; 1443464; 
452.300000; 2040; 1523259; 
452.400000; 2280; 1710849; 
452.500000; 2400; 1808164; 
452.600000; 2280; 1708369; 
452.700000; 2040; 1517963; 
452.800000; 1920; 1441937; 
452.900000; 1920; 1441452; 
453.000000; 1800; 1346774; 
453.100000; 1800; 1346612; 
453.200000; 1800; 1345730; 
453.300000; 1920; 1444655; 
453.400000; 1920; 1440448; 
453.500000; 2280; 1704862; 
453.600000; 1920; 1442793; 
453.700000; 1920; 1443762; 
453.800000; 1800; 1347199; 
453.900000; 1800; 1359708; 
454.000000; 1800; 1359516; 
454.100000; 1800; 1360030; 
454.200000; 1920; 1437038; 
454.300000; 2159; 1625620; 
454.400000; 2519; 1885304; 
454.500000; 2519; 1894468; 
454.600000; 2519; 1890445; 
454.700000; 2159; 1614002; 
454.800000; 2040; 1530214; 
454.900000; 1920; 1442920; 
455.000000; 1920; 1442682; 
455.100000; 1800; 1346566; 
455.200000; 1800; 1341540; 
455.300000; 1920; 1433434; 
455.400000; 2040; 1528601; 
455.500000; 2040; 1526322; 
455.600000; 2040; 1531802; 
455.700000; 1920; 1443923; 
455.800000; 1800; 1339670; 
455.900000; 1800; 1348300; 
456.000000; 1800; 1347053; 
456.100000; 1800; 1363725; 
456.200000; 1800; 1336115; 
456.300000; 1920; 1447346; 
456.400000; 2159; 1612999; 
456.500000; 2280; 1709044; 
456.600000; 2159; 1612137; 
456.700000; 1920; 1433597; 
456.800000; 1800; 1365660; 
456.900000; 1800; 1363747; 
457.000000; 1800; 1345706; 
457.100000; 1800; 1350501; 
457.200000; 2159; 1617421; 
457.300000; 2639; 1976525; 
457.400000; 2639; 1980655; 
457.500000; 2639; 1979859; 
457.600000; 2639; 1983068; 
457.700000; 2639; 1977017; 
457.800000; 2159; 1625398; 
457.900000; 2159; 1619024; 
458.000000; 1920; 1441845; 
458.100000; 1800; 1345477; 
458.200000; 2040; 1535426; 
458.300000; 2280; 1718849; 
458.400000; 2760; 2067380; 
458.500000; 2760; 2077963; 
458.600000; 2760; 2070098; 
458.700000; 2280; 1711793; 
458.800000; 2159; 1621689; 
458.900000; 2040; 1524168; 
459.000000; 1800; 1342410; 
459.100000; 1800; 1354038; 
459.200000; 2040; 1522523; 
459.300000; 2400; 1790941; 
459.400000; 2639; 1984421; 
459.500000; 2639; 1973124; 
459.600000; 2639; 1978375; 
459.700000; 2519; 1887663; 
459.800000; 2159; 1606908; 
459.900000; 1800; 1354740; 
460.000000; 1800; 1361757; 
460.100000; 1800; 1343154; 
460.200000; 2040; 1529185; 
460.300000; 2280; 1723077; 
460.400000; 2400; 1795336; 
460.500000; 2519; 1883714; 
460.600000; 2400; 1795742; 
460.700000; 2280; 1702072; 
460.800000; 2159; 1630087; 
460.900000; 2040; 1530911; 
461.000000; 1800; 1349656; 
461.100000; 1800; 1344553; 
461.200000; 1800; 1341282; 
461.300000; 2040; 1526843; 
461.400000; 2400; 1788702; 
461.500000; 2400; 1792405; 
461.600000; 2400; 1801088; 
461.700000; 2159; 1606130; 
461.800000; 1920; 1447482; 
461.900000; 1800; 1351538; 
462.000000; 1800; 1350500; 
462.100000; 1800; 1355458; 
462.200000; 2040; 1539417; 
462.300000; 2519; 1878180; 
462.400000; 2880; 2150487; 
462.500000; 3000; 2261173; 
462.600000; 2880; 2174581; 
462.700000; 2760; 2075690; 
462.800000; 2040; 1526754; 
462.900000; 1920; 1450094; 
463.000000; 1800; 1347476; 
463.100000; 1800; 1348239; 
463.200000; 2159; 1617811; 
463.300000; 2519; 1888560; 
463.400000; 2760; 2070190; 
463.500000; 2880; 2159935; 
463.600000; 2760; 2065415; 
463.700000; 2519; 1884022; 
463.800000; 2159; 1610563; 
463.900000; 2159; 1623258; 
464.000000; 1920; 1436663; 
464.100000; 1800; 1345694; 
464.200000; 2040; 1527037; 
464.300000; 2159; 1620166; 
464.400000; 2760; 2058495; 
464.500000; 2880; 2157842; 
464.600000; 2760; 2062238; 
464.700000; 2400; 1805889; 
464.800000; 2159; 1620367; 
464.900000; 1920; 1427842; 
465.000000; 1800; 1356030; 
465.100000; 1800; 1355252; 
465.200000; 1920; 1438416; 
465.300000; 2040; 1531767; 
465.400000; 2400; 1799746; 
465.500000; 2519; 1874477; 
465.600000; 2400; 1795912; 
465.700000; 2040; 1526711; 
465.800000; 1920; 1456482; 
465.900000; 1920; 1443791; 
466.000000; 1800; 1361850; 
466.100000; 1800; 1348312; 
466.200000; 1800; 1344623; 
466.300000; 2040; 1523271; 
466.400000; 2400; 1790195; 
466.500000; 2519; 1897764; 
466.600000; 2400; 1800049; 
466.700000; 2040; 1530689; 
466.800000; 1800; 1349990; 
466.900000; 1800; 1357049; 
467.000000; 1800; 1363803; 
467.100000; 1800; 1341905; 
467.200000; 1800; 1328169; 
467.300000; 2040; 1530379; 
467.400000; 2760; 2073001; 
467.500000; 2880; 2154331; 
467.600000; 2760; 2068423; 
467.700000; 2280; 1711597; 
467.800000; 2040; 1540713; 
467.900000; 1800; 1345717; 
468.000000; 1800; 1347995; 
468.100000; 1800; 1338552; 
468.200000; 1920; 1443987; 
468.300000; 2040; 1520308; 
468.400000; 2280; 1706164; 
468.500000; 2280; 1708977; 
468.600000; 2280; 1703820; 
468.700000; 2159; 1604052; 
468.800000; 2040; 1531061; 
468.900000; 1920; 1433833; 
469.000000; 1800; 1359102; 
469.100000; 1800; 1354500; 
469.200000; 2040; 1545536; 
469.300000; 2040; 1524136; 
469.400000; 2159; 1606514; 
469.500000; 2159; 1620371; 
469.600000; 2159; 1619143; 
469.700000; 2040; 1544086; 
469.800000; 2040; 1536919; 
469.900000; 1920; 1443139; 
470.000000; 1800; 1342096; 
470.100000; 1800; 1347578; 
470.200000; 1800; 1338062; 
470.300000; 2159; 1609293; 
470.400000; 2280; 1716961; 
470.500000; 2280; 1715494; 
470.600000; 2280; 1704145; 
470.700000; 2159; 1605993; 
470.800000; 1920; 1449444; 
470.900000; 1800; 1347825; 
471.000000; 1800; 1355497; 
471.100000; 1800; 1356026; 
471.200000; 1800; 1337346; 
471.300000; 1920; 1434653; 
471.400000; 2040; 1525031; 
471.500000; 2040; 1532456; 
471.600000; 2040; 1515907; 
471.700000; 1920; 1434367; 
471.800000; 1800; 1352086; 
471.900000; 1800; 1345266; 
472.000000; 1800; 1349502; 
472.100000; 1800; 1337092; 
472.200000; 1920; 1441455; 
472.300000; 2280; 1708429; 
472.400000; 2639; 1964113; 
472.500000; 2639; 1984580; 
472.600000; 2639; 1970724; 
472.700000; 2519; 1878433; 
472.800000; 2040; 1538309; 
472.900000; 1920; 1447114; 
473.000000; 1800; 1350468; 
473.100000; 1800; 1349600; 
473.200000; 1920; 1443121; 
473.300000; 2040; 1527859; 
473.400000; 2400; 1791959; 
473.500000; 2519; 1878036; 
473.600000; 2400; 1799772; 
473.700000; 2280; 1696477; 
473.800000; 2040; 1528456; 
473.900000; 1920; 1427283; 
474.000000; 1800; 1348544; 
474.100000; 1800; 1353597; 
474.200000; 1920; 1435135; 
474.300000; 2400; 1794726; 
474.400000; 2519; 1891405; 
474.500000; 2519; 1878962; 
474.600000; 2519; 1887926; 
474.700000; 2400; 1788770; 
474.800000; 2040; 1521789; 
474.900000; 1920; 1434553; 
475.000000; 1800; 1355696; 
475.100000; 1800; 1335475; 
475.200000; 1920; 1430673; 
475.300000; 2159; 1624520; 
475.400000; 2880; 2155971; 
475.500000; 3000; 2243412; 
475.600000; 2880; 2141381; 
475.700000; 2280; 1714857; 
475.800000; 2040; 1529510; 
475.900000; 1800; 1343259; 
476.000000; 1800; 1352414; 
476.100000; 1800; 1352775; 
476.200000; 2040; 1530901; 
476.300000; 2159; 1612253; 
476.400000; 2519; 1879187; 
476.500000; 2760; 2052080; 
476.600000; 2639; 1976431; 
476.700000; 2280; 1718076; 
476.800000; 2040; 1531210; 
476.900000; 2040; 1524688; 
477.000000; 1920; 1429829; 
477.100000; 1800; 1349228; 
477.200000; 1800; 1345530; 
477.300000; 2280; 1709963; 
477.400000; 2760; 2070624; 
477.500000; 2880; 2164263; 
477.600000; 2760; 2053155; 
477.700000; 2280; 1712264; 
477.800000; 2040; 1533396; 
477.900000; 1800; 1351531; 
478.000000; 1800; 1356486; 
478.100000; 1800; 1350601; 
478.200000; 1920; 1430708; 
478.300000; 2159; 1623804; 
478.400000; 2519; 1887379; 
478.500000; 2639; 1962225; 
478.600000; 2519; 1892926; 
478.700000; 2280; 1721910; 
478.800000; 2040; 1521167; 
478.900000; 1800; 1353624; 
479.000000; 1800; 1349644; 
479.100000; 1800; 1345893; 
479.200000; 2040; 1523818; 
479.300000; 2280; 1703535; 
479.400000; 2280; 1715874; 
479.500000; 2519; 1880209; 
479.600000; 2280; 1709824; 
479.700000; 2280; 1705483; 
479.800000; 2159; 1616499; 
479.900000; 2040; 1530672; 
480.000000; 1800; 1352922; 
480.100000; 1800; 1352528; 
480.200000; 2040; 1527951; 
480.300000; 2280; 1705310; 
480.400000; 2639; 1976572; 
480.500000; 2639; 1985135; 
480.600000; 2639; 1981615; 
480.700000; 2400; 1806831; 
480.800000; 2159; 1623389; 
480.900000; 2040; 1527255; 
481.000000; 1800; 1356112; 
481.100000; 1800; 1345575; 
481.200000; 1920; 1437248; 
481.300000; 2280; 1710938; 
481.400000; 2400; 1791852; 
