Time Scale; Number of Packets; Total data; 
1; 5783228; 289862912.000000; 
2; 880693; 44141852.000000; 
3; 947108; 47482465.000000; 
4; 977018; 48977619.000000; 
5; 978146; 49024886.000000; 
6; 978132; 49038887.000000; 
7; 947032; 47468048.000000; 
8; 961227; 48169247.000000; 
9; 973070; 48773433.000000; 
10; 898540; 45033041.000000; 
11; 924242; 46314963.000000; 
12; 927211; 46462441.000000; 
13; 965964; 48431278.000000; 
14; 898029; 45029265.000000; 
15; 909827; 45601330.000000; 
16; 899910; 45100819.000000; 
17; 885316; 44376718.000000; 
18; 862699; 43241309.000000; 
19; 930684; 46660740.000000; 
20; 976978; 48984286.000000; 
21; 979363; 49085316.000000; 
22; 979089; 49071684.000000; 
23; 980991; 49164346.000000; 
24; 977655; 48996413.000000; 
25; 979499; 49096265.000000; 
26; 977235; 48971688.000000; 
27; 980787; 49158517.000000; 
28; 915462; 45879733.000000; 
29; 975960; 48914127.000000; 
30; 978923; 49058559.000000; 
31; 978229; 49034245.000000; 
32; 979718; 49108441.000000; 
33; 978055; 49019222.000000; 
34; 978400; 49034526.000000; 
35; 970641; 48653819.000000; 
36; 980013; 49114909.000000; 
37; 978110; 49019490.000000; 
38; 981334; 49178019.000000; 
39; 979478; 49084055.000000; 
40; 974468; 48850372.000000; 
41; 897297; 44961438.000000; 
42; 931208; 46673525.000000; 
43; 942774; 47262305.000000; 
44; 956185; 47914542.000000; 
45; 939717; 47099220.000000; 
46; 892984; 44751663.000000; 
47; 913451; 45780434.000000; 
48; 900871; 45148416.000000; 
49; 909309; 45575169.000000; 
50; 968814; 48551289.000000; 
51; 977027; 48976630.000000; 
52; 970366; 48629335.000000; 
53; 933818; 46798324.000000; 
54; 910743; 45649430.000000; 
55; 924769; 46348536.000000; 
56; 930599; 46632650.000000; 
57; 911529; 45684837.000000; 
58; 924977; 46384054.000000; 
59; 945696; 47398263.000000; 
60; 918549; 46022966.000000; 
61; 964895; 48352228.000000; 
62; 913040; 45776751.000000; 
63; 953373; 47778762.000000; 
64; 959635; 48096998.000000; 
65; 905188; 45378708.000000; 
66; 947720; 47498779.000000; 
67; 892725; 44740004.000000; 
68; 959935; 48111078.000000; 
69; 931164; 46674673.000000; 
70; 881918; 44195960.000000; 
71; 888765; 44544733.000000; 
72; 874471; 43827475.000000; 
73; 919498; 46106903.000000; 
74; 898672; 45048391.000000; 
75; 895261; 44880230.000000; 
76; 916619; 45946628.000000; 
77; 928776; 46561467.000000; 
78; 918031; 46011316.000000; 
79; 941040; 47169487.000000; 
80; 922029; 46216180.000000; 
81; 966244; 48420883.000000; 
82; 918318; 46022109.000000; 
83; 964572; 48352314.000000; 
84; 919556; 46076674.000000; 
85; 939342; 47090090.000000; 
86; 938426; 47064648.000000; 
87; 946437; 47452273.000000; 
88; 949393; 47576905.000000; 
89; 915213; 45845139.000000; 
90; 954744; 47859095.000000; 
91; 941250; 47172916.000000; 
92; 929508; 46594965.000000; 
93; 942489; 47245100.000000; 
94; 972348; 48749145.000000; 
95; 937534; 46990057.000000; 
96; 929758; 46601256.000000; 
97; 907491; 45485010.000000; 
98; 960022; 48115488.000000; 
99; 939170; 47070706.000000; 
100; 955010; 47853187.000000; 
101; 938914; 47053318.000000; 
102; 917041; 45962704.000000; 
103; 932569; 46746950.000000; 
104; 940297; 47127316.000000; 
105; 931834; 46701496.000000; 
106; 910707; 45651653.000000; 
107; 950771; 47652832.000000; 
108; 940656; 47142547.000000; 
109; 968425; 48550287.000000; 
110; 932575; 46747861.000000; 
111; 940663; 47157479.000000; 
112; 936989; 46968829.000000; 
113; 957311; 47987748.000000; 
114; 928805; 46544174.000000; 
115; 947545; 47491879.000000; 
116; 936002; 46916397.000000; 
117; 914391; 45824153.000000; 
118; 941342; 47172605.000000; 
119; 941807; 47198253.000000; 
120; 929799; 46630462.000000; 
121; 930033; 46618010.000000; 
122; 942726; 47251645.000000; 
123; 914870; 45843851.000000; 
124; 973801; 48820474.000000; 
125; 945496; 47398994.000000; 
126; 952404; 47754635.000000; 
127; 924884; 46358105.000000; 
128; 951498; 47686510.000000; 
129; 925976; 46416207.000000; 
130; 921891; 46189078.000000; 
131; 938783; 47041783.000000; 
