Simulation Time(s); Slice ID; Slice Priority old; Slice Request; Slice old alloc; Slice Priority new; slice new alloc
16; 10; 52; 46.261321; 46.976188; 52; 46.579756;
16; 15; 52; 17.409820; 19.154758; 52; 17.409820;
16; 1; 44; 45.860886; 47.028397; 44; 45.860886;
16; 18; 41; 17.968677; 18.369008; 41; 17.968677;
16; 2; 38; 39.762794; 36.399720; 38; 39.762794;
16; 12; 35; 46.014327; 46.000608; 35; 46.014327;
16; 11; 26; 45.966172; 46.449953; 26; 45.966172;
16; 17; 25; 17.502122; 18.242275; 25; 17.502122;
16; 7; 18; 18.277346; 16.831432; 18; 18.277346;
16; 13; 7; 15.678826; 15.744804; 7; 15.678826;



17; 5; 91; 10.706285; 13.511726; 91; 13.511726;
17; 0; 88; 3.339340; 13.210569; 88; 13.210569;
17; 19; 78; 45.883294; 48.143409; 78; 48.143409;
17; 3; 76; 18.773720; 21.000000; 76; 21.000000;
17; 6; 72; 7.850573; 12.545666; 72; 12.545666;
17; 9; 71; 48.717450; 49.062593; 71; 49.062593;
17; 4; 71; 3.339340; 13.210569; 71; 13.210569;
17; 14; 68; 45.906332; 55.000000; 68; 55.000000;
17; 8; 56; 17.625421; 17.187739; 56; 17.625421;
17; 16; 55; 45.535350; 46.107003; 55; 46.107003;
17; 10; 52; 46.263209; 46.579756; 52; 46.579756;
17; 15; 52; 17.954104; 17.409820; 52; 17.954104;
17; 1; 44; 46.195732; 45.860886; 44; 46.195732;
17; 18; 41; 18.809196; 17.968677; 41; 18.809196;
17; 2; 38; 35.626043; 39.762794; 38; 35.633391;
17; 12; 35; 47.495450; 46.014327; 35; 47.495450;
17; 11; 26; 47.520642; 45.966172; 26; 47.520642;
17; 17; 25; 18.762420; 17.502122; 25; 18.762420;
17; 7; 18; 16.445902; 18.277346; 18; 16.445902;
17; 13; 7; 15.186451; 15.678826; 7; 15.186451;



18; 5; 91; 10.377952; 13.511726; 91; 13.511726;
18; 0; 88; 5.175422; 13.210569; 88; 13.210569;
18; 19; 78; 48.464875; 48.143409; 78; 48.464875;
18; 3; 76; 19.107225; 21.000000; 76; 21.000000;
18; 6; 72; 10.282062; 12.545666; 72; 12.545666;
18; 9; 71; 48.262622; 49.062593; 71; 49.062593;
18; 4; 71; 5.175422; 13.210569; 71; 13.210569;
18; 14; 68; 45.888061; 55.000000; 68; 55.000000;
18; 8; 56; 15.203766; 17.625421; 56; 17.625421;
18; 16; 55; 43.817155; 46.107003; 55; 46.107003;
18; 10; 52; 46.261679; 46.579756; 52; 46.579756;
18; 15; 52; 18.456023; 17.954104; 52; 18.456023;
18; 1; 44; 46.115250; 46.195732; 44; 46.195732;
18; 18; 41; 18.220275; 18.809196; 41; 18.527227;
18; 2; 38; 37.391269; 35.633391; 38; 37.391269;
18; 12; 35; 46.377977; 47.495450; 35; 46.377977;
18; 11; 26; 46.354051; 47.520642; 26; 46.354051;
18; 17; 25; 18.060973; 18.762420; 25; 18.060973;
18; 7; 18; 17.011430; 16.445902; 18; 17.011430;
18; 13; 7; 15.307140; 15.186451; 7; 15.307140;



19; 5; 91; 12.758235; 13.511726; 91; 13.511726;
19; 0; 88; 11.410596; 13.210569; 88; 13.210569;
19; 19; 78; 44.053516; 48.464875; 78; 48.464875;
19; 3; 76; 16.511615; 21.000000; 76; 21.000000;
19; 6; 72; 6.550989; 12.545666; 72; 12.545666;
19; 9; 71; 48.453962; 49.062593; 71; 49.062593;
19; 4; 71; 11.410596; 13.210569; 71; 13.210569;
19; 14; 68; 47.412354; 55.000000; 68; 55.000000;
19; 8; 56; 16.196673; 17.625421; 56; 17.328325;
19; 16; 55; 48.343838; 46.107003; 55; 48.343838;
19; 10; 52; 45.932170; 46.579756; 52; 45.932170;
19; 15; 52; 16.580286; 18.456023; 52; 16.580286;
19; 1; 44; 45.937162; 46.195732; 44; 45.937162;
19; 18; 41; 18.503681; 18.527227; 41; 18.503681;
19; 2; 38; 40.081562; 37.391269; 38; 40.081562;
19; 12; 35; 45.755009; 46.377977; 35; 45.755009;
19; 11; 26; 45.821349; 46.354051; 26; 45.821349;
19; 17; 25; 18.324623; 18.060973; 25; 18.324623;
19; 7; 18; 16.462725; 17.011430; 18; 16.462725;
19; 13; 7; 14.923272; 15.307140; 7; 14.923272;



20; 5; 91; 12.298955; 13.511726; 91; 13.511726;
20; 0; 88; 10.206842; 13.210569; 88; 13.210569;
20; 19; 78; 48.467761; 48.464875; 78; 48.467761;
20; 3; 76; 18.603190; 21.000000; 76; 21.000000;
20; 6; 72; 6.875683; 12.545666; 72; 12.545666;
20; 9; 71; 48.310599; 49.062593; 71; 49.062593;
20; 4; 71; 10.206842; 13.210569; 71; 13.210569;
20; 14; 68; 46.357752; 55.000000; 68; 55.000000;
20; 8; 56; 17.422810; 17.328325; 56; 17.422810;
20; 16; 55; 44.812667; 48.343838; 55; 46.896048;
20; 10; 52; 45.907887; 45.932170; 52; 45.907887;
20; 15; 52; 18.378249; 16.580286; 52; 18.378249;
20; 1; 44; 45.887525; 45.937162; 44; 45.887525;
20; 18; 41; 17.028283; 18.503681; 41; 17.028283;
20; 2; 38; 39.764370; 40.081562; 38; 39.764370;
20; 12; 35; 45.166841; 45.755009; 35; 45.166841;
20; 11; 26; 46.158644; 45.821349; 26; 46.158644;
20; 17; 25; 19.517992; 18.324623; 25; 19.517992;
20; 7; 18; 15.343208; 16.462725; 18; 15.343208;
20; 13; 7; 16.519259; 14.923272; 7; 16.519259;



21; 5; 91; 12.095051; 13.511726; 91; 13.511726;
21; 0; 88; 8.685012; 13.210569; 88; 13.210569;
21; 19; 78; 44.680953; 48.467761; 78; 48.467761;
21; 3; 76; 18.041558; 21.000000; 76; 21.000000;
21; 6; 72; 5.602327; 12.545666; 72; 12.545666;
21; 9; 71; 48.425164; 49.062593; 71; 49.062593;
21; 4; 71; 8.685012; 13.210569; 71; 13.210569;
21; 14; 68; 45.982294; 55.000000; 68; 54.068814;
21; 8; 56; 14.953238; 17.422810; 56; 14.953238;
21; 16; 55; 44.379302; 46.896048; 55; 44.379302;
21; 10; 52; 47.104432; 45.907887; 52; 47.104432;
21; 15; 52; 20.353537; 18.378249; 52; 20.353537;
21; 1; 44; 45.890634; 45.887525; 44; 45.890634;
21; 18; 41; 18.550330; 17.028283; 41; 18.550330;
21; 2; 38; 40.294414; 39.764370; 38; 40.294414;
21; 12; 35; 45.959312; 45.166841; 35; 45.959312;
21; 11; 26; 46.196720; 46.158644; 26; 46.196720;
21; 17; 25; 19.523573; 19.517992; 25; 19.523573;
21; 7; 18; 14.599772; 15.343208; 18; 14.599772;
21; 13; 7; 17.117038; 16.519259; 7; 17.117038;



22; 5; 91; 13.319690; 13.511726; 91; 13.511726;
22; 0; 88; 7.676303; 13.210569; 88; 13.210569;
22; 19; 78; 45.546850; 48.467761; 78; 48.467761;
22; 3; 76; 17.734788; 21.000000; 76; 21.000000;
22; 6; 72; 6.510679; 12.545666; 72; 12.545666;
22; 9; 71; 48.701182; 49.062593; 71; 49.062593;
22; 4; 71; 7.676303; 13.210569; 71; 13.210569;
22; 14; 68; 45.462767; 54.068814; 68; 54.068814;
22; 8; 56; 15.915191; 14.953238; 56; 15.915191;
22; 16; 55; 46.132119; 44.379302; 55; 46.132119;
22; 10; 52; 45.592679; 47.104432; 52; 47.104432;
22; 15; 52; 17.685955; 20.353537; 52; 18.957177;
22; 1; 44; 45.882143; 45.890634; 44; 45.882143;
22; 18; 41; 17.860457; 18.550330; 41; 17.860457;
22; 2; 38; 40.930685; 40.294414; 38; 40.930685;
22; 12; 35; 45.490770; 45.959312; 35; 45.490770;
22; 11; 26; 45.700648; 46.196720; 26; 45.700648;
