Slice ID; Slice Priority old; Slice Request; Slice old alloc; Slice Priority new; slice new alloc
6; 39; 407.000000; 276.500000; 10; 407.000000;
12; 24; 482.000000; 296.250000; 47; 197.428571;
8; 24; 150.000000; 14.000000; 24; 150.000000;
1; 17; 219.000000; 524.000000; 31; 187.273810;
17; 10; 14.000000; 482.000000; 10; 14.000000;
3; 9; 369.000000; 138.250000; 17; 142.297619;



7; 98; 449.000000; 449.000000; 98; 449.000000;
9; 97; 196.000000; 196.000000; 97; 196.000000;
15; 96; 459.000000; 459.000000; 96; 459.000000;
5; 82; 219.000000; 76.000000; 82; 219.000000;
14; 81; 76.000000; 217.000000; 81; 76.000000;
18; 76; 217.000000; 90.000000; 76; 217.000000;
11; 74; 90.000000; 141.000000; 74; 90.000000;
16; 65; 141.000000; 259.000000; 65; 141.000000;
0; 59; 259.000000; 350.000000; 59; 259.000000;
2; 59; 350.000000; 478.000000; 59; 350.000000;
4; 50; 478.000000; 107.000000; 50; 478.000000;
12; 47; 524.000000; 197.428571; 15; 524.000000;
13; 45; 338.000000; 384.000000; 45; 338.000000;
10; 45; 107.000000; 338.000000; 45; 107.000000;
19; 40; 384.000000; 524.000000; 40; 384.000000;
1; 31; 482.000000; 187.273810; 17; 482.000000;
8; 24; 14.000000; 150.000000; 24; 14.000000;
3; 17; 369.000000; 142.297619; 54; 175.972973;
17; 10; 407.000000; 14.000000; 12; 103.513514;
6; 10; 150.000000; 407.000000; 16; 103.513514;



7; 98; 449.000000; 449.000000; 98; 449.000000;
9; 97; 196.000000; 196.000000; 97; 196.000000;
15; 96; 459.000000; 459.000000; 96; 459.000000;
5; 82; 219.000000; 219.000000; 82; 219.000000;
14; 81; 76.000000; 76.000000; 81; 76.000000;
18; 76; 217.000000; 217.000000; 76; 217.000000;
11; 74; 90.000000; 90.000000; 74; 90.000000;
16; 65; 141.000000; 141.000000; 65; 141.000000;
0; 59; 259.000000; 259.000000; 59; 259.000000;
2; 59; 350.000000; 350.000000; 59; 350.000000;
3; 54; 482.000000; 175.972973; 7; 482.000000;
4; 50; 478.000000; 478.000000; 50; 478.000000;
10; 45; 384.000000; 107.000000; 45; 384.000000;
13; 45; 338.000000; 338.000000; 45; 338.000000;
19; 40; 150.000000; 384.000000; 40; 150.000000;
8; 24; 14.000000; 14.000000; 24; 14.000000;
1; 17; 524.000000; 482.000000; 17; 524.000000;
6; 16; 369.000000; 103.513514; 28; 126.511628;
12; 15; 107.000000; 524.000000; 15; 107.000000;
17; 12; 407.000000; 103.513514; 19; 106.488372;



7; 98; 449.000000; 449.000000; 98; 449.000000;
9; 97; 196.000000; 196.000000; 97; 196.000000;
15; 96; 459.000000; 459.000000; 96; 459.000000;
5; 82; 219.000000; 219.000000; 82; 219.000000;
14; 81; 76.000000; 76.000000; 81; 76.000000;
18; 76; 217.000000; 217.000000; 76; 217.000000;
11; 74; 90.000000; 90.000000; 74; 90.000000;
16; 65; 141.000000; 141.000000; 65; 141.000000;
0; 59; 259.000000; 259.000000; 59; 259.000000;
2; 59; 350.000000; 350.000000; 59; 350.000000;
4; 50; 107.000000; 478.000000; 50; 107.000000;
10; 45; 338.000000; 384.000000; 45; 338.000000;
13; 45; 384.000000; 338.000000; 45; 384.000000;
19; 40; 150.000000; 150.000000; 40; 150.000000;
6; 28; 482.000000; 126.511628; 10; 482.000000;
8; 24; 524.000000; 14.000000; 24; 524.000000;
17; 19; 369.000000; 106.488372; 84; 237.500000;
1; 17; 14.000000; 524.000000; 17; 14.000000;
12; 15; 407.000000; 107.000000; 29; 386.000000;
3; 7; 478.000000; 482.000000; 8; 87.500000;



7; 98; 449.000000; 449.000000; 98; 449.000000;
9; 97; 196.000000; 196.000000; 97; 196.000000;
15; 96; 459.000000; 459.000000; 96; 459.000000;
17; 84; 14.000000; 237.500000; 10; 14.000000;
5; 82; 219.000000; 219.000000; 82; 219.000000;
14; 81; 76.000000; 76.000000; 81; 76.000000;
