Simulation Time(s); Slice ID; Slice Priority old; Slice Request; Slice old alloc; Slice Priority new; slice new alloc
16; 12; 40; 46.014327; 47.885726; 40; 47.885726;
16; 1; 39; 45.860886; 47.028397; 39; 47.028397;
16; 14; 35; 45.648130; 46.435996; 35; 46.435996;
16; 18; 34; 17.968677; 18.911797; 34; 18.911797;
16; 13; 34; 15.678826; 15.916868; 34; 15.916868;
16; 0; 33; 3.125979; 13.210569; 33; 13.210569;
16; 4; 32; 3.125979; 8.661558; 32; 8.107660;
16; 9; 9; 48.673410; 48.863551; 9; 48.673410;



17; 3; 97; 18.773720; 19.091891; 97; 19.091891;
17; 19; 95; 45.883294; 48.143409; 95; 48.143409;
17; 16; 94; 45.535350; 48.164724; 94; 48.164724;
17; 2; 94; 35.626043; 40.577706; 94; 40.577706;
17; 6; 90; 7.850573; 12.545666; 90; 12.545666;
17; 11; 88; 47.520642; 47.854444; 88; 47.854444;
17; 10; 80; 46.263209; 48.084343; 80; 48.084343;
17; 15; 76; 17.954104; 19.154758; 76; 19.154758;
17; 5; 64; 10.706285; 13.511726; 64; 13.511726;
17; 8; 60; 17.625421; 18.711784; 60; 18.711784;
17; 17; 55; 18.762420; 19.711780; 55; 19.711780;
17; 7; 46; 16.445902; 18.277346; 46; 18.277346;
17; 12; 40; 47.495450; 47.885726; 40; 47.885726;
17; 1; 39; 46.195732; 47.028397; 39; 47.028397;
17; 14; 35; 45.906332; 46.435996; 35; 46.435996;
17; 18; 34; 18.809196; 18.911797; 34; 18.911797;
17; 13; 34; 15.186451; 15.916868; 34; 15.916868;
17; 0; 33; 3.339340; 13.210569; 33; 13.210569;
17; 4; 32; 3.339340; 8.107660; 32; 8.063620;
17; 9; 9; 48.717450; 48.673410; 9; 48.717450;



18; 3; 97; 19.107225; 19.091891; 97; 19.107225;
18; 19; 95; 48.464875; 48.143409; 95; 48.464875;
18; 16; 94; 43.817155; 48.164724; 94; 48.164724;
18; 2; 94; 37.391269; 40.577706; 94; 40.577706;
18; 6; 90; 10.282062; 12.545666; 90; 12.545666;
18; 11; 88; 46.354051; 47.854444; 88; 47.854444;
18; 10; 80; 46.261679; 48.084343; 80; 48.084343;
18; 15; 76; 18.456023; 19.154758; 76; 19.154758;
18; 5; 64; 10.377952; 13.511726; 64; 13.511726;
18; 8; 60; 15.203766; 18.711784; 60; 18.711784;
18; 17; 55; 18.060973; 19.711780; 55; 19.711780;
18; 7; 46; 17.011430; 18.277346; 46; 18.277346;
18; 12; 40; 46.377977; 47.885726; 40; 47.885726;
18; 1; 39; 46.115250; 47.028397; 39; 47.028397;
18; 14; 35; 45.888061; 46.435996; 35; 46.435996;
18; 18; 34; 18.220275; 18.911797; 34; 18.911797;
18; 13; 34; 15.307140; 15.916868; 34; 15.916868;
