Simulation Time(s); Slice ID; Slice Priority old; Slice Request; Slice old alloc; Slice Priority new; slice new alloc
22; 8; 19; 15.915191; 14.953238; 19; 15.915191;
22; 16; 16; 46.132119; 44.379302; 16; 46.132119;
22; 2; 16; 40.930685; 40.294414; 16; 40.930685;
22; 13; 9; 14.921954; 17.117038; 9; 14.921954;
22; 14; 8; 45.462767; 45.982294; 8; 45.462767;
22; 7; 6; 18.431834; 7.480099; 18; 13.663945;



23; 18; 94; 18.447717; 17.860457; 94; 18.447717;
23; 17; 84; 19.276140; 17.594892; 84; 19.276140;
23; 5; 80; 15.535579; 13.319690; 80; 15.535579;
23; 3; 79; 18.621541; 17.734788; 79; 18.621541;
23; 10; 74; 46.007365; 45.592679; 74; 46.007365;
23; 12; 67; 45.906091; 45.490770; 67; 45.906091;
23; 6; 59; 5.378262; 6.510679; 59; 5.378262;
23; 9; 59; 48.970876; 48.701182; 59; 48.970876;
23; 19; 54; 44.438934; 45.546850; 54; 44.438934;
23; 4; 48; 9.826514; 7.676303; 48; 9.826514;
23; 0; 46; 9.826514; 7.676303; 46; 9.826514;
23; 15; 42; 18.598529; 17.685955; 42; 18.598529;
23; 11; 35; 48.074022; 45.700648; 35; 48.074022;
23; 1; 30; 45.153327; 45.882143; 30; 45.153327;
23; 8; 19; 16.262316; 15.915191; 19; 16.262316;
23; 7; 18; 16.091429; 13.663945; 4; 16.091429;
23; 2; 16; 39.895797; 40.930685; 16; 39.895797;
23; 16; 16; 45.370130; 46.132119; 16; 45.370130;
23; 13; 9; 15.993867; 14.921954; 9; 15.993867;
23; 14; 8; 45.649108; 45.462767; 13; 32.325050;



24; 18; 94; 17.924450; 18.447717; 94; 17.924450;
24; 17; 84; 18.012933; 19.276140; 84; 18.012933;
24; 5; 80; 11.158098; 15.535579; 80; 11.158098;
24; 3; 79; 17.628139; 18.621541; 79; 17.628139;
24; 10; 74; 46.548123; 46.007365; 74; 46.548123;
24; 12; 67; 47.263606; 45.906091; 67; 47.263606;
24; 6; 59; 4.458650; 5.378262; 59; 4.458650;
24; 9; 59; 48.563589; 48.970876; 59; 48.563589;
24; 19; 54; 47.066635; 44.438934; 54; 47.066635;
24; 4; 48; 7.930226; 9.826514; 48; 7.930226;
24; 0; 46; 7.930226; 9.826514; 46; 7.930226;
24; 15; 42; 16.884438; 18.598529; 42; 16.884438;
24; 11; 35; 45.809085; 48.074022; 35; 45.809085;
24; 1; 30; 45.307373; 45.153327; 30; 45.307373;
24; 8; 19; 16.662315; 16.262316; 19; 16.662315;
24; 2; 16; 40.453710; 39.895797; 16; 40.453710;
24; 16; 16; 44.790874; 45.370130; 16; 44.790874;
24; 14; 13; 45.579867; 32.325050; 43; 42.268631;
24; 13; 9; 17.294634; 15.993867; 9; 17.294634;
24; 7; 4; 16.044265; 16.091429; 4; 16.044265;



25; 18; 94; 18.098893; 17.924450; 94; 18.098893;
25; 17; 84; 17.661736; 18.012933; 84; 17.661736;
25; 5; 80; 11.412226; 11.158098; 80; 11.412226;
25; 3; 79; 18.138134; 17.628139; 79; 18.138134;
25; 10; 74; 48.010579; 46.548123; 74; 48.010579;
25; 12; 67; 46.100866; 47.263606; 67; 46.100866;
25; 6; 59; 3.092979; 4.458650; 59; 3.092979;
25; 9; 59; 48.411063; 48.563589; 59; 48.411063;
25; 19; 54; 47.140629; 47.066635; 54; 47.140629;
25; 4; 48; 9.373584; 7.930226; 48; 9.373584;
25; 0; 46; 9.373584; 7.930226; 46; 9.373584;
25; 14; 43; 47.801564; 42.268631; 8; 47.801564;
25; 15; 42; 18.271840; 16.884438; 42; 18.271840;
25; 11; 35; 45.669482; 45.809085; 35; 45.669482;
25; 1; 30; 44.535163; 45.307373; 30; 44.535163;
25; 8; 19; 16.634935; 16.662315; 19; 16.634935;
25; 16; 16; 45.215473; 44.790874; 16; 45.215473;
25; 2; 16; 36.109013; 40.453710; 16; 36.109013;
25; 13; 9; 15.826598; 17.294634; 9; 15.826598;
25; 7; 4; 15.086573; 16.044265; 7; 13.121659;



26; 18; 94; 17.147941; 18.098893; 94; 18.098893;
26; 17; 84; 18.211725; 17.661736; 84; 18.211725;
26; 5; 80; 7.596779; 11.412226; 80; 11.412226;
26; 3; 79; 17.672481; 18.138134; 79; 18.138134;
26; 10; 74; 46.141974; 48.010579; 74; 48.010579;
26; 12; 67; 45.728362; 46.100866; 67; 46.100866;
26; 6; 59; 6.561001; 3.092979; 59; 6.561001;
26; 9; 59; 48.497447; 48.411063; 59; 48.497447;
26; 19; 54; 45.358199; 47.140629; 54; 47.140629;
26; 4; 48; 3.993547; 9.373584; 48; 9.373584;
26; 0; 46; 3.993547; 9.373584; 46; 5.413989;
26; 15; 42; 17.092764; 18.271840; 42; 17.092764;
26; 11; 35; 45.981453; 45.669482; 35; 45.981453;
26; 1; 30; 45.619672; 44.535163; 30; 45.619672;
26; 8; 19; 16.191981; 16.634935; 19; 16.191981;
26; 16; 16; 44.632696; 45.215473; 16; 44.632696;
26; 2; 16; 36.881245; 36.109013; 16; 36.881245;
26; 13; 9; 15.742804; 15.826598; 9; 15.742804;
26; 14; 8; 46.225035; 47.801564; 8; 46.225035;
26; 7; 7; 14.673277; 13.121659; 4; 14.673277;



27; 18; 94; 18.508258; 18.098893; 94; 18.508258;
27; 17; 84; 18.941771; 18.211725; 84; 18.941771;
27; 5; 80; 12.761572; 11.412226; 80; 12.761572;
27; 3; 79; 19.173230; 18.138134; 79; 19.173230;
27; 10; 74; 47.926853; 48.010579; 74; 47.926853;
27; 12; 67; 48.407115; 46.100866; 67; 48.407115;
27; 6; 59; 6.769406; 6.561001; 59; 6.769406;
27; 9; 59; 48.044307; 48.497447; 59; 48.044307;
27; 19; 54; 45.973984; 47.140629; 54; 45.973984;
27; 4; 48; 4.246272; 9.373584; 48; 4.246272;
27; 0; 46; 4.246272; 5.413989; 46; 4.246272;
27; 15; 42; 15.744746; 17.092764; 42; 15.744746;
27; 11; 35; 45.280225; 45.981453; 35; 45.280225;
27; 1; 30; 45.804487; 45.619672; 30; 45.804487;
27; 8; 19; 17.291494; 16.191981; 19; 17.291494;
27; 16; 16; 45.278912; 44.632696; 16; 45.278912;
27; 2; 16; 35.658982; 36.881245; 16; 35.658982;
27; 13; 9; 17.462684; 15.742804; 9; 17.462684;
27; 14; 8; 45.774092; 46.225035; 8; 45.774092;
27; 7; 4; 16.738920; 14.673277; 7; 16.705338;



28; 18; 94; 17.952888; 18.508258; 94; 17.952888;
28; 17; 84; 16.827912; 18.941771; 84; 16.827912;
28; 5; 80; 12.558750; 12.761572; 80; 12.558750;
28; 3; 79; 18.050492; 19.173230; 79; 18.050492;
28; 10; 74; 46.006508; 47.926853; 74; 46.006508;
28; 12; 67; 46.382585; 48.407115; 67; 46.382585;
28; 6; 59; 6.331710; 6.769406; 59; 6.331710;
28; 9; 59; 48.708220; 48.044307; 59; 48.708220;
28; 19; 54; 43.942784; 45.973984; 54; 43.942784;
28; 4; 48; 8.023779; 4.246272; 48; 8.023779;
28; 0; 46; 8.023779; 4.246272; 46; 8.023779;
28; 15; 42; 18.549853; 15.744746; 42; 18.549853;
28; 11; 35; 45.266016; 45.280225; 35; 45.266016;
28; 1; 30; 44.492976; 45.804487; 30; 44.492976;
28; 8; 19; 15.678777; 17.291494; 19; 15.678777;
28; 16; 16; 46.617163; 45.278912; 16; 46.617163;
28; 2; 16; 37.071870; 35.658982; 16; 37.071870;
28; 13; 9; 18.745264; 17.462684; 9; 18.745264;
28; 14; 8; 45.627613; 45.774092; 14; 45.081845;
28; 7; 7; 15.686829; 16.705338; 4; 15.686829;



29; 18; 94; 17.031197; 17.952888; 94; 17.952888;
29; 17; 84; 16.872986; 16.827912; 84; 16.872986;
29; 5; 80; 10.136513; 12.558750; 80; 12.558750;
29; 3; 79; 18.287093; 18.050492; 79; 18.287093;
29; 10; 74; 45.971065; 46.006508; 74; 46.006508;
29; 12; 67; 45.283473; 46.382585; 67; 46.382585;
29; 6; 59; 6.260334; 6.331710; 59; 6.331710;
29; 9; 59; 48.492851; 48.708220; 59; 48.708220;
29; 19; 54; 47.206826; 43.942784; 54; 47.206826;
29; 4; 48; 4.324790; 8.023779; 48; 6.646374;
29; 0; 46; 4.324790; 8.023779; 46; 4.324790;
29; 15; 42; 17.630988; 18.549853; 42; 17.630988;
29; 11; 35; 46.134743; 45.266016; 35; 46.134743;
29; 1; 30; 44.889208; 44.492976; 30; 44.889208;
29; 8; 19; 14.394238; 15.678777; 19; 14.394238;
29; 16; 16; 46.844679; 46.617163; 16; 46.844679;
29; 2; 16; 39.765054; 37.071870; 16; 39.765054;
29; 14; 14; 46.077666; 45.081845; 8; 46.077666;
29; 13; 9; 16.259231; 18.745264; 9; 16.259231;
29; 7; 4; 16.725463; 15.686829; 4; 16.725463;



30; 18; 94; 18.761688; 17.952888; 94; 18.761688;
30; 17; 84; 16.870576; 16.872986; 84; 16.870576;
30; 5; 80; 8.884941; 12.558750; 80; 8.884941;
30; 3; 79; 19.306176; 18.287093; 79; 19.306176;
30; 10; 74; 45.834095; 46.006508; 74; 45.834095;
30; 12; 67; 48.174669; 46.382585; 67; 48.174669;
30; 6; 59; 6.810015; 6.331710; 59; 6.810015;
30; 9; 59; 48.787953; 48.708220; 59; 48.787953;
30; 19; 54; 45.206214; 47.206826; 54; 45.206214;
30; 4; 48; 6.100983; 6.646374; 48; 6.100983;
30; 0; 46; 6.100983; 4.324790; 46; 6.100983;
30; 15; 42; 18.647409; 17.630988; 42; 18.647409;
30; 11; 35; 47.947258; 46.134743; 35; 47.947258;
30; 1; 30; 45.966703; 44.889208; 30; 45.966703;
30; 8; 19; 15.169094; 14.394238; 19; 15.169094;
30; 16; 16; 47.129801; 46.844679; 16; 47.129801;
30; 2; 16; 39.133861; 39.765054; 16; 39.133861;
30; 13; 9; 16.089985; 16.259231; 9; 16.089985;
30; 14; 8; 45.698932; 46.077666; 8; 45.698932;
30; 7; 4; 14.719643; 16.725463; 7; 13.378664;



31; 18; 94; 16.983905; 18.761688; 94; 16.983905;
31; 17; 84; 18.095982; 16.870576; 84; 18.095982;
31; 5; 80; 12.334088; 8.884941; 80; 12.334088;
31; 3; 79; 18.183777; 19.306176; 79; 18.183777;
31; 10; 74; 45.254653; 45.834095; 74; 45.254653;
31; 12; 67; 45.705505; 48.174669; 67; 45.705505;
31; 6; 59; 2.856514; 6.810015; 59; 2.856514;
31; 9; 59; 48.533903; 48.787953; 59; 48.533903;
31; 19; 54; 46.571483; 45.206214; 54; 46.571483;
31; 4; 48; 7.481360; 6.100983; 48; 7.481360;
31; 0; 46; 7.481360; 6.100983; 46; 7.481360;
31; 15; 42; 19.096300; 18.647409; 42; 19.096300;
31; 11; 35; 46.783287; 47.947258; 35; 46.783287;
31; 1; 30; 45.903315; 45.966703; 30; 45.903315;
31; 8; 19; 17.097147; 15.169094; 19; 17.097147;
31; 16; 16; 46.721309; 47.129801; 16; 46.721309;
31; 2; 16; 40.257606; 39.133861; 16; 40.257606;
31; 13; 9; 17.992932; 16.089985; 9; 17.992932;
31; 14; 8; 48.089270; 45.698932; 14; 40.646441;
31; 7; 7; 16.019133; 13.378664; 4; 16.019133;



32; 18; 94; 19.225553; 16.983905; 94; 19.225553;
32; 17; 84; 18.694464; 18.095982; 84; 18.694464;
32; 5; 80; 8.389027; 12.334088; 80; 12.334088;
32; 3; 79; 19.076814; 18.183777; 79; 19.076814;
32; 10; 74; 46.018687; 45.254653; 74; 46.018687;
32; 12; 67; 46.702689; 45.705505; 67; 46.702689;
32; 6; 59; 0.779499; 2.856514; 59; 2.856514;
32; 9; 59; 48.624007; 48.533903; 59; 48.624007;
32; 19; 54; 45.866042; 46.571483; 54; 46.571483;
32; 4; 48; 4.925456; 7.481360; 48; 5.548363;
32; 0; 46; 4.925456; 7.481360; 46; 4.925456;
32; 15; 42; 18.224392; 19.096300; 42; 18.224392;
32; 11; 35; 45.422239; 46.783287; 35; 45.422239;
32; 1; 30; 45.519276; 45.903315; 30; 45.519276;
32; 8; 19; 18.507329; 17.097147; 19; 18.507329;
32; 16; 16; 45.851043; 46.721309; 16; 45.851043;
32; 2; 16; 37.244647; 40.257606; 16; 37.244647;
32; 14; 14; 45.940055; 40.646441; 8; 45.940055;
32; 13; 9; 15.728888; 17.992932; 9; 15.728888;
32; 7; 4; 16.984013; 16.019133; 4; 16.984013;



33; 18; 94; 17.524338; 19.225553; 94; 17.524338;
33; 17; 84; 17.773742; 18.694464; 84; 17.773742;
33; 5; 80; 11.170193; 12.334088; 80; 11.170193;
33; 3; 79; 18.812434; 19.076814; 79; 18.812434;
33; 10; 74; 47.194897; 46.018687; 74; 47.194897;
33; 12; 67; 46.048323; 46.702689; 67; 46.048323;
33; 6; 59; 9.254970; 2.856514; 59; 9.254970;
33; 9; 59; 48.357360; 48.624007; 59; 48.357360;
33; 19; 54; 46.208079; 46.571483; 54; 46.208079;
33; 4; 48; 5.186414; 5.548363; 48; 5.186414;
33; 0; 46; 5.186414; 4.925456; 46; 5.186414;
33; 15; 42; 18.724806; 18.224392; 42; 18.724806;
33; 11; 35; 45.765206; 45.422239; 35; 45.765206;
33; 1; 30; 45.792179; 45.519276; 30; 45.792179;
33; 8; 19; 15.386004; 18.507329; 19; 15.386004;
33; 16; 16; 45.422327; 45.851043; 16; 45.422327;
33; 2; 16; 40.240580; 37.244647; 16; 40.240580;
33; 13; 9; 16.278117; 15.728888; 9; 16.278117;
33; 14; 8; 47.408195; 45.940055; 15; 47.112286;
33; 7; 4; 17.177970; 16.984013; 6; 12.561331;



34; 18; 94; 19.086753; 17.524338; 94; 19.086753;
34; 17; 84; 17.775113; 17.773742; 84; 17.775113;
34; 5; 80; 12.393230; 11.170193; 80; 12.393230;
34; 3; 79; 16.661571; 18.812434; 79; 18.812434;
34; 10; 74; 44.626647; 47.194897; 74; 46.329899;
34; 12; 67; 46.105202; 46.048323; 67; 46.105202;
34; 6; 59; 7.547163; 9.254970; 59; 7.547163;
34; 9; 59; 48.396107; 48.357360; 59; 48.396107;
34; 19; 54; 44.154977; 46.208079; 54; 44.154977;
34; 4; 48; 4.540320; 5.186414; 48; 4.540320;
34; 0; 46; 4.540320; 5.186414; 46; 4.540320;
34; 15; 42; 18.901534; 18.724806; 42; 18.901534;
34; 11; 35; 45.566103; 45.765206; 35; 45.566103;
34; 1; 30; 45.775617; 45.792179; 30; 45.775617;
34; 8; 19; 16.215180; 15.386004; 19; 16.215180;
34; 16; 16; 47.115338; 45.422327; 16; 47.115338;
34; 2; 16; 39.118187; 40.240580; 16; 39.118187;
34; 14; 15; 46.094506; 47.112286; 8; 46.094506;
34; 13; 9; 15.223593; 16.278117; 9; 15.223593;
34; 7; 6; 16.308424; 12.561331; 4; 16.308424;



35; 18; 94; 17.662779; 19.086753; 94; 19.086753;
35; 17; 84; 17.554374; 17.775113; 84; 17.775113;
35; 5; 80; 10.268484; 12.393230; 80; 12.393230;
35; 3; 79; 17.698060; 18.812434; 79; 18.812434;
35; 10; 74; 45.223928; 46.329899; 74; 46.329899;
35; 12; 67; 45.958452; 46.105202; 67; 46.105202;
35; 6; 59; 0.074745; 7.547163; 59; 1.995373;
35; 9; 59; 48.425672; 48.396107; 59; 48.425672;
35; 19; 54; 48.124955; 44.154977; 54; 48.124955;
35; 4; 48; 8.885195; 4.540320; 48; 8.885195;
35; 0; 46; 8.885195; 4.540320; 46; 8.885195;
35; 15; 42; 16.615513; 18.901534; 42; 16.615513;
35; 11; 35; 45.985749; 45.566103; 35; 45.985749;
35; 1; 30; 46.081151; 45.775617; 30; 46.081151;
35; 8; 19; 16.702259; 16.215180; 19; 16.702259;
35; 16; 16; 46.030649; 47.115338; 16; 46.030649;
35; 2; 16; 35.131615; 39.118187; 16; 35.131615;
35; 13; 9; 14.546887; 15.223593; 9; 14.546887;
35; 14; 8; 45.386475; 46.094506; 8; 45.386475;
35; 7; 4; 16.700681; 16.308424; 4; 16.700681;



36; 18; 94; 18.239739; 19.086753; 94; 18.239739;
36; 17; 84; 16.708515; 17.775113; 84; 16.708515;
36; 5; 80; 13.381754; 12.393230; 80; 13.381754;
36; 3; 79; 17.379251; 18.812434; 79; 17.379251;
36; 10; 74; 44.983955; 46.329899; 74; 44.983955;
36; 12; 67; 45.114929; 46.105202; 67; 45.114929;
36; 6; 59; 11.450316; 1.995373; 59; 11.450316;
36; 9; 59; 48.525700; 48.425672; 59; 48.525700;
36; 19; 54; 44.701607; 48.124955; 54; 44.701607;
36; 4; 48; 11.763015; 8.885195; 48; 11.763015;
36; 0; 46; 11.763015; 8.885195; 46; 11.763015;
36; 15; 42; 18.015002; 16.615513; 42; 18.015002;
36; 11; 35; 46.274891; 45.985749; 35; 46.274891;
36; 1; 30; 45.245266; 46.081151; 30; 45.245266;
36; 8; 19; 15.173511; 16.702259; 19; 15.173511;
36; 16; 16; 48.595170; 46.030649; 16; 48.595170;
36; 2; 16; 36.237494; 35.131615; 16; 36.237494;
36; 13; 9; 14.913737; 14.546887; 9; 14.913737;
36; 14; 8; 45.936562; 45.386475; 8; 45.936562;
36; 7; 4; 16.261844; 16.700681; 5; 5.596571;



37; 18; 94; 17.173325; 18.239739; 94; 18.239739;
37; 17; 84; 19.629932; 16.708515; 84; 19.629932;
37; 5; 80; 7.291869; 13.381754; 80; 8.677863;
37; 3; 79; 17.062222; 17.379251; 79; 17.062222;
37; 10; 74; 45.172618; 44.983955; 74; 45.172618;
37; 12; 67; 48.128157; 45.114929; 67; 48.128157;
37; 6; 59; 7.960626; 11.450316; 59; 7.960626;
37; 9; 59; 48.762850; 48.525700; 59; 48.762850;
37; 19; 54; 45.402391; 44.701607; 54; 45.402391;
37; 4; 48; 7.903006; 11.763015; 48; 7.903006;
37; 0; 46; 7.903006; 11.763015; 46; 7.903006;
37; 15; 42; 18.469299; 18.015002; 42; 18.469299;
37; 11; 35; 47.614784; 46.274891; 35; 47.614784;
37; 1; 30; 45.975668; 45.245266; 30; 45.975668;
37; 8; 19; 14.497950; 15.173511; 19; 14.497950;
37; 16; 16; 44.344824; 48.595170; 16; 44.344824;
37; 2; 16; 34.271095; 36.237494; 16; 34.271095;
37; 13; 9; 16.719553; 14.913737; 9; 16.719553;
37; 14; 8; 46.091838; 45.936562; 8; 46.091838;
37; 7; 5; 17.172579; 5.596571; 4; 17.172579;



38; 18; 94; 18.066755; 18.239739; 94; 18.239739;
38; 17; 84; 19.110396; 19.629932; 84; 19.629932;
38; 5; 80; 11.164312; 8.677863; 80; 11.164312;
38; 3; 79; 18.169195; 17.062222; 79; 18.169195;
38; 10; 74; 48.284594; 45.172618; 74; 48.284594;
38; 12; 67; 46.212063; 48.128157; 67; 48.128157;
38; 6; 59; 8.589819; 7.960626; 59; 8.589819;
38; 9; 59; 48.596911; 48.762850; 59; 48.762850;
38; 19; 54; 44.412904; 45.402391; 54; 45.402391;
38; 4; 48; 1.006565; 7.903006; 48; 7.903006;
38; 0; 46; 1.006565; 7.903006; 46; 3.589464;
38; 15; 42; 16.495308; 18.469299; 42; 16.495308;
38; 11; 35; 45.969807; 47.614784; 35; 45.969807;
38; 1; 30; 45.639796; 45.975668; 30; 45.639796;
38; 8; 19; 14.988305; 14.497950; 19; 14.988305;
38; 16; 16; 47.908091; 44.344824; 16; 47.908091;
38; 2; 16; 33.203557; 34.271095; 16; 33.203557;
38; 13; 9; 17.422854; 16.719553; 9; 17.422854;
38; 14; 8; 45.416096; 46.091838; 8; 45.416096;
38; 7; 4; 15.092727; 17.172579; 4; 15.092727;



39; 18; 94; 17.868697; 18.239739; 94; 17.868697;
39; 17; 84; 17.960692; 19.629932; 84; 17.960692;
39; 5; 80; 15.269499; 11.164312; 80; 15.269499;
39; 3; 79; 17.490575; 18.169195; 79; 17.490575;
39; 10; 74; 46.687993; 48.284594; 74; 46.687993;
39; 12; 67; 45.799212; 48.128157; 67; 45.799212;
39; 6; 59; 7.161646; 8.589819; 59; 7.161646;
39; 9; 59; 48.469719; 48.762850; 59; 48.469719;
39; 19; 54; 45.094487; 45.402391; 54; 45.094487;
39; 4; 48; 7.011191; 7.903006; 48; 7.011191;
39; 0; 46; 7.011191; 3.589464; 46; 7.011191;
39; 15; 42; 17.481952; 16.495308; 42; 17.481952;
39; 11; 35; 45.547533; 45.969807; 35; 45.547533;
39; 1; 30; 45.489121; 45.639796; 30; 45.489121;
39; 8; 19; 16.155993; 14.988305; 19; 16.155993;
39; 16; 16; 46.203579; 47.908091; 16; 46.203579;
39; 2; 16; 38.912714; 33.203557; 16; 38.912714;
39; 13; 9; 17.602165; 17.422854; 9; 17.602165;
39; 14; 8; 47.313234; 45.416096; 15; 44.533725;
39; 7; 4; 15.441723; 15.092727; 7; 12.248316;



40; 18; 94; 18.109548; 17.868697; 94; 18.109548;
40; 17; 84; 19.404775; 17.960692; 84; 19.404775;
40; 5; 80; 10.826042; 15.269499; 80; 10.826042;
40; 3; 79; 17.903046; 17.490575; 79; 17.903046;
40; 10; 74; 47.729890; 46.687993; 74; 47.729890;
40; 12; 67; 46.438295; 45.799212; 67; 46.438295;
40; 6; 59; 7.385482; 7.161646; 59; 7.385482;
40; 9; 59; 48.211040; 48.469719; 59; 48.211040;
40; 19; 54; 45.441241; 45.094487; 54; 45.441241;
40; 4; 48; 4.913306; 7.011191; 48; 4.913306;
40; 0; 46; 4.913306; 7.011191; 46; 4.913306;
40; 15; 42; 16.122523; 17.481952; 42; 16.122523;
40; 11; 35; 47.067532; 45.547533; 35; 47.067532;
40; 1; 30; 46.528502; 45.489121; 30; 46.528502;
40; 8; 19; 16.564052; 16.155993; 19; 16.564052;
40; 16; 16; 47.870536; 46.203579; 16; 47.870536;
40; 2; 16; 38.646369; 38.912714; 16; 38.646369;
40; 14; 15; 45.991875; 44.533725; 8; 45.991875;
40; 13; 9; 17.671293; 17.602165; 9; 17.671293;
40; 7; 7; 15.847078; 12.248316; 22; 12.261347;



41; 18; 94; 18.495665; 18.109548; 94; 18.495665;
41; 17; 84; 18.578781; 19.404775; 84; 19.404775;
41; 5; 80; 10.268799; 10.826042; 80; 10.826042;
41; 3; 79; 18.900148; 17.903046; 79; 18.900148;
41; 10; 74; 47.275436; 47.729890; 74; 47.729890;
41; 12; 67; 45.851358; 46.438295; 67; 46.438295;
41; 6; 59; 3.345529; 7.385482; 59; 6.231178;
41; 9; 59; 48.524437; 48.211040; 59; 48.524437;
41; 19; 54; 46.543803; 45.441241; 54; 46.543803;
41; 4; 48; 3.107062; 4.913306; 48; 3.107062;
41; 0; 46; 3.107062; 4.913306; 46; 3.107062;
41; 15; 42; 18.919664; 16.122523; 42; 18.919664;
41; 11; 35; 46.302503; 47.067532; 35; 46.302503;
41; 1; 30; 45.338722; 46.528502; 30; 45.338722;
41; 7; 22; 15.664495; 12.261347; 4; 15.664495;
41; 8; 19; 17.912870; 16.564052; 19; 17.912870;
41; 2; 16; 37.729744; 38.646369; 16; 37.729744;
41; 16; 16; 45.309253; 47.870536; 16; 45.309253;
41; 13; 9; 18.358383; 17.671293; 9; 18.358383;
41; 14; 8; 45.156009; 45.991875; 8; 45.156009;



42; 18; 94; 18.365571; 18.495665; 94; 18.365571;
42; 17; 84; 18.926625; 19.404775; 84; 18.926625;
42; 5; 80; 9.406073; 10.826042; 80; 9.406073;
42; 3; 79; 18.299942; 18.900148; 79; 18.299942;
42; 10; 74; 46.399072; 47.729890; 74; 46.399072;
42; 12; 67; 45.657592; 46.438295; 67; 45.657592;
42; 6; 59; 4.248119; 6.231178; 59; 4.248119;
42; 9; 59; 48.308079; 48.524437; 59; 48.308079;
42; 19; 54; 46.336515; 46.543803; 54; 46.336515;
42; 4; 48; 8.877128; 3.107062; 48; 8.877128;
42; 0; 46; 8.877128; 3.107062; 46; 8.877128;
42; 15; 42; 18.539926; 18.919664; 42; 18.539926;
42; 11; 35; 45.119889; 46.302503; 35; 45.119889;
42; 1; 30; 43.669588; 45.338722; 30; 43.669588;
42; 8; 19; 18.552501; 17.912870; 19; 18.552501;
42; 2; 16; 36.926678; 37.729744; 16; 36.926678;
42; 16; 16; 46.818973; 45.309253; 16; 46.818973;
42; 13; 9; 16.793122; 18.358383; 9; 16.793122;
42; 14; 8; 45.404330; 45.156009; 8; 45.404330;
42; 7; 4; 14.778769; 15.664495; 7; 14.473149;



43; 18; 94; 18.504860; 18.365571; 94; 18.504860;
43; 17; 84; 18.258739; 18.926625; 84; 18.258739;
43; 5; 80; 10.470071; 9.406073; 80; 10.470071;
43; 3; 79; 18.325650; 18.299942; 79; 18.325650;
43; 10; 74; 45.975607; 46.399072; 74; 45.975607;
43; 12; 67; 45.023292; 45.657592; 67; 45.023292;
43; 6; 59; 12.326372; 4.248119; 59; 12.326372;
43; 9; 59; 48.665389; 48.308079; 59; 48.665389;
43; 19; 54; 46.599553; 46.336515; 54; 46.599553;
43; 4; 48; 8.070796; 8.877128; 48; 8.070796;
43; 0; 46; 8.070796; 8.877128; 46; 8.070796;
43; 15; 42; 19.019425; 18.539926; 42; 19.019425;
43; 11; 35; 45.534540; 45.119889; 35; 45.534540;
43; 1; 30; 44.009901; 43.669588; 30; 44.009901;
43; 8; 19; 15.534079; 18.552501; 19; 15.534079;
43; 2; 16; 40.282346; 36.926678; 16; 40.282346;
43; 16; 16; 45.667782; 46.818973; 16; 45.667782;
43; 13; 9; 15.919748; 16.793122; 9; 15.919748;
43; 14; 8; 45.104289; 45.404330; 8; 45.104289;
43; 7; 7; 15.241377; 14.473149; 17; 8.636765;



44; 18; 94; 19.009979; 18.504860; 94; 19.009979;
44; 17; 84; 17.300177; 18.258739; 84; 17.300177;
44; 5; 80; 10.722674; 10.470071; 80; 10.722674;
44; 3; 79; 18.911733; 18.325650; 79; 18.911733;
44; 10; 74; 45.880699; 45.975607; 74; 45.880699;
44; 12; 67; 45.942008; 45.023292; 67; 45.942008;
44; 6; 59; 7.500609; 12.326372; 59; 7.500609;
44; 9; 59; 48.485547; 48.665389; 59; 48.485547;
44; 19; 54; 47.320481; 46.599553; 54; 47.320481;
44; 4; 48; 7.338385; 8.070796; 48; 7.338385;
44; 0; 46; 7.338385; 8.070796; 46; 7.338385;
44; 15; 42; 17.922641; 19.019425; 42; 17.922641;
44; 11; 35; 48.343207; 45.534540; 35; 48.343207;
44; 1; 30; 42.005726; 44.009901; 30; 42.005726;
44; 8; 19; 14.583575; 15.534079; 19; 14.583575;
44; 7; 17; 17.018269; 8.636765; 4; 17.018269;
44; 16; 16; 47.251360; 45.667782; 16; 47.251360;
44; 2; 16; 39.736600; 40.282346; 16; 39.736600;
44; 13; 9; 15.472313; 15.919748; 9; 15.472313;
44; 14; 8; 48.252577; 45.104289; 14; 41.915632;



45; 18; 94; 17.618285; 19.009979; 94; 17.618285;
45; 17; 84; 17.299499; 17.300177; 84; 17.299499;
45; 5; 80; 12.351260; 10.722674; 80; 12.351260;
45; 3; 79; 18.727407; 18.911733; 79; 18.727407;
45; 10; 74; 48.099309; 45.880699; 74; 48.099309;
45; 12; 67; 46.085438; 45.942008; 67; 46.085438;
45; 6; 59; 12.366322; 7.500609; 59; 12.366322;
45; 9; 59; 48.956286; 48.485547; 59; 48.956286;
45; 19; 54; 46.203732; 47.320481; 54; 46.203732;
45; 4; 48; 6.330575; 7.338385; 48; 6.330575;
45; 0; 46; 6.330575; 7.338385; 46; 6.330575;
45; 15; 42; 17.632885; 17.922641; 42; 17.632885;
45; 11; 35; 46.545591; 48.343207; 35; 46.545591;
45; 1; 30; 44.418283; 42.005726; 30; 44.418283;
45; 8; 19; 17.066523; 14.583575; 19; 17.066523;
45; 16; 16; 46.502055; 47.251360; 16; 46.502055;
