Simulation Time(s); Slice ID; Slice Priority old; Slice Request; Slice old alloc; Slice Priority new; slice new alloc
19; 2; 30; 40.081562; 37.391269; 30; 40.081562;
19; 13; 26; 14.923272; 15.307140; 26; 14.923272;
19; 4; 19; 11.410596; 5.175422; 19; 11.410596;
19; 9; 19; 48.453962; 35.137329; 11; 48.453962;
19; 10; 15; 45.932170; 46.261679; 15; 45.932170;
19; 19; 15; 44.053516; 48.464875; 15; 44.053516;
19; 18; 13; 18.503681; 18.220275; 13; 18.503681;
19; 12; 13; 45.755009; 18.192641; 47; 42.115461;
19; 8; 12; 16.196673; 15.203766; 12; 16.196673;
19; 1; 9; 45.937162; 46.115250; 15; 30.823083;
19; 16; 7; 48.343838; 43.817155; 9; 15.673252;



20; 17; 92; 19.517992; 18.324623; 92; 19.517992;
20; 0; 72; 10.206842; 11.410596; 72; 10.206842;
20; 11; 61; 46.158644; 45.821349; 61; 46.158644;
20; 6; 55; 6.875683; 6.550989; 55; 6.875683;
20; 14; 52; 46.357752; 47.412354; 52; 46.357752;
20; 7; 48; 15.343208; 16.462725; 48; 15.343208;
20; 12; 47; 45.166841; 42.115461; 10; 45.166841;
20; 5; 46; 12.298955; 12.758235; 46; 12.298955;
20; 15; 36; 18.378249; 16.580286; 36; 18.378249;
20; 2; 30; 39.764370; 40.081562; 30; 39.764370;
20; 3; 30; 18.603190; 16.511615; 30; 18.603190;
20; 13; 26; 16.519259; 14.923272; 26; 16.519259;
20; 4; 19; 10.206842; 11.410596; 19; 10.206842;
20; 19; 15; 48.467761; 44.053516; 15; 48.467761;
20; 10; 15; 45.907887; 45.932170; 15; 45.907887;
20; 1; 15; 45.887525; 30.823083; 9; 45.887525;
20; 18; 13; 17.028283; 18.503681; 13; 17.028283;
20; 8; 12; 17.422810; 16.196673; 12; 17.422810;
20; 9; 11; 48.310599; 48.453962; 16; 25.709827;
20; 16; 9; 44.812667; 15.673252; 15; 14.178080;



21; 17; 92; 19.523573; 19.517992; 92; 19.523573;
21; 0; 72; 8.685012; 10.206842; 72; 8.685012;
21; 11; 61; 46.196720; 46.158644; 61; 46.196720;
21; 6; 55; 5.602327; 6.875683; 55; 5.602327;
21; 14; 52; 45.982294; 46.357752; 52; 45.982294;
21; 7; 48; 14.599772; 15.343208; 48; 14.599772;
21; 5; 46; 12.095051; 12.298955; 46; 12.095051;
21; 15; 36; 20.353537; 18.378249; 36; 20.353537;
21; 2; 30; 40.294414; 39.764370; 30; 40.294414;
21; 3; 30; 18.041558; 18.603190; 30; 18.041558;
21; 13; 26; 17.117038; 16.519259; 26; 17.117038;
21; 4; 19; 8.685012; 10.206842; 19; 8.685012;
21; 9; 16; 48.425164; 25.709827; 53; 40.049324;
21; 10; 15; 47.104432; 45.907887; 26; 37.546242;
21; 19; 15; 44.680953; 48.467761; 27; 37.546242;
21; 16; 15; 44.379302; 14.178080; 94; 37.546242;
21; 18; 13; 18.550330; 17.028283; 13; 18.550330;
21; 8; 12; 14.953238; 17.422810; 12; 14.953238;
21; 12; 10; 45.959312; 45.166841; 10; 45.959312;
21; 1; 9; 45.890634; 45.887525; 15; 30.672762;



22; 16; 94; 46.132119; 37.546242; 7; 46.132119;
22; 17; 92; 17.594892; 19.523573; 92; 17.594892;
22; 0; 72; 7.676303; 8.685012; 72; 7.676303;
22; 11; 61; 45.700648; 46.196720; 61; 45.700648;
22; 6; 55; 6.510679; 5.602327; 55; 6.510679;
22; 9; 53; 48.701182; 40.049324; 407; 47.423079;
22; 14; 52; 45.462767; 45.982294; 52; 45.462767;
22; 7; 48; 18.431834; 14.599772; 48; 18.431834;
22; 5; 46; 13.319690; 12.095051; 46; 13.319690;
22; 15; 36; 17.685955; 20.353537; 36; 17.685955;
22; 2; 30; 40.930685; 40.294414; 30; 40.930685;
22; 3; 30; 17.734788; 18.041558; 30; 17.734788;
22; 19; 27; 45.546850; 37.546242; 15; 45.546850;
22; 13; 26; 14.921954; 17.117038; 26; 14.921954;
